T nFsrh nFBsrh dnsrh nF nFB dn
290 1.212006417E+00 1.000279236E+0 2.117271810E-01 1.212006417E+00 1.000279236E+0 2.117271810E-01
295 1.210157642E+00 1.000270715E+0 2.098869270E-01 1.210157642E+00 1.000270715E+0 2.098869270E-01
300 1.216208001E+00 1.000262799E+0 2.159452020E-01 1.216208001E+00 1.000262799E+0 2.159452020E-01
305 1.217775620E+00 1.000255433E+0 2.175201870E-01 1.217775620E+00 1.000255433E+0 2.175201870E-01
310 1.226883815E+00 1.000248567E+0 2.266352480E-01 1.226883815E+00 1.000248567E+0 2.266352480E-01
315 1.225589823E+00 1.000242157E+0 2.253476660E-01 1.225589823E+00 1.000242157E+0 2.253476660E-01
320 1.228948175E+00 1.000236163E+0 2.287120120E-01 1.228948175E+00 1.000236163E+0 2.287120120E-01
325 1.237476768E+00 1.000230551E+0 2.372462170E-01 1.237476768E+00 1.000230551E+0 2.372462170E-01
330 1.241038628E+00 1.000225289E+0 2.408133390E-01 1.241038628E+00 1.000225289E+0 2.408133390E-01
335 1.248788982E+00 1.000220348E+0 2.485686340E-01 1.248788982E+00 1.000220348E+0 2.485686340E-01
340 1.255847733E+00 1.000215704E+0 2.556320290E-01 1.255847733E+00 1.000215704E+0 2.556320290E-01
