T nFsrh nFBsrh dnsrh nF nFB dn
290 1.225180290E+00 1.201008949E+0 2.417134100E-02 1.225180290E+00 1.201008949E+0 2.417134100E-02
295 1.233097121E+00 1.204279206E+0 2.881791500E-02 1.233097121E+00 1.204279206E+0 2.881791500E-02
300 1.220389952E+00 1.207475509E+0 1.291444300E-02 1.220389952E+00 1.207475509E+0 1.291444300E-02
305 1.229870897E+00 1.210575099E+0 1.929579800E-02 1.229870897E+00 1.210575099E+0 1.929579800E-02
310 1.228538048E+00 1.213549593E+0 1.498845500E-02 1.228538048E+00 1.213549593E+0 1.498845500E-02
315 1.238071249E+00 1.216364047E+0 2.170720200E-02 1.238071249E+00 1.216364047E+0 2.170720200E-02
320 1.247452263E+00 1.218976021E+0 2.847624200E-02 1.247452263E+00 1.218976021E+0 2.847624200E-02
325 1.246372246E+00 1.221334729E+0 2.503751700E-02 1.246372246E+00 1.221334729E+0 2.503751700E-02
330 1.250065581E+00 1.223380390E+0 2.668519100E-02 1.250065581E+00 1.223380390E+0 2.668519100E-02
335 1.258987304E+00 1.225043920E+0 3.394338400E-02 1.258987304E+00 1.225043920E+0 3.394338400E-02
340 1.262672706E+00 1.226247175E+0 3.642553100E-02 1.262672706E+00 1.226247175E+0 3.642553100E-02
