T nFsrh nFBsrh dnsrh nF nFB dn
290 1.200517431E+00 1.125603807E+0 7.491362400E-02 1.200517431E+00 1.125603807E+0 7.491362400E-02
295 1.209621485E+00 1.122909288E+0 8.671219700E-02 1.209621485E+00 1.122909288E+0 8.671219700E-02
300 1.207925319E+00 1.120392693E+0 8.753262600E-02 1.207925319E+00 1.120392693E+0 8.753262600E-02
305 1.216800216E+00 1.118039131E+0 9.876108500E-02 1.216800216E+00 1.118039131E+0 9.876108500E-02
310 1.215358487E+00 1.115835261E+0 9.952322600E-02 1.215358487E+00 1.115835261E+0 9.952322600E-02
315 1.218420958E+00 1.113769099E+0 1.046518590E-01 1.218420958E+00 1.113769099E+0 1.046518590E-01
320 1.226762122E+00 1.111829856E+0 1.149322660E-01 1.226762122E+00 1.111829856E+0 1.149322660E-01
325 1.229996484E+00 1.110007798E+0 1.199886860E-01 1.229996484E+00 1.110007798E+0 1.199886860E-01
330 1.237275518E+00 1.108294125E+0 1.289813930E-01 1.237275518E+00 1.108294125E+0 1.289813930E-01
335 1.243856984E+00 1.106680862E+0 1.371761220E-01 1.243856984E+00 1.106680862E+0 1.371761220E-01
340 1.244346210E+00 1.105160768E+0 1.391854420E-01 1.244346210E+00 1.105160768E+0 1.391854420E-01
