fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 49046 339.26 34.175 1.127121612E+00 1.754915900E+00 6.278369742E-08 9.119811171E+19 1.539723961E-04 2.581648338E-01 1.539723961E-04 6.440455617E-01 2.560097727E-05 1.942858387E-01 1.317360822E-04 6.423498972E-02 
00L2 49176 339.46 34.155 1.129524984E+00 1.742188630E+00 6.517982086E-08 8.726083893E+19 1.540307889E-04 2.581093060E-01 1.540307889E-04 6.416812438E-01 2.551118005E-05 1.939752995E-01 1.315104833E-04 5.274180091E-02 
00L3 49272 339.6 34.141 1.124650051E+00 1.760186631E+00 6.314924486E-08 8.049258713E+18 1.541733256E-04 2.579989082E-01 1.541733256E-04 6.431974033E-01 2.558417347E-05 1.943208996E-01 1.316469344E-04 4.090727166E-02 
00L4 49374 339.66 34.135 1.122170713E+00 1.765216733E+00 6.204291460E-08 1.681817937E+06 1.540950392E-04 2.578691734E-01 1.540950392E-04 6.420634082E-01 2.551326299E-05 1.935410839E-01 1.318176945E-04 3.273965983E-02 
00L5 49476 339.73 34.128 1.133647725E+00 1.724910419E+00 6.925792527E-08 6.712958976E+19 1.539117676E-04 2.576122478E-01 1.539117676E-04 6.426579842E-01 2.548110400E-05 1.937178183E-01 1.315108588E-04 7.785650654E-02 
00L6 49572 339.8 34.121 1.130134915E+00 1.744355672E+00 6.778565137E-08 8.071891596E+19 1.538526917E-04 2.573474087E-01 1.538526917E-04 6.429461438E-01 2.545654699E-05 1.933237835E-01 1.316609257E-04 6.851668279E-02 
00L7 49674 339.82 34.119 1.124055463E+00 1.755465670E+00 6.400120805E-08 9.519694219E+19 1.538137421E-04 2.574580959E-01 1.538137421E-04 6.419330088E-01 2.542092792E-05 1.935392550E-01 1.313350805E-04 3.346071825E-02 
00L8 49798 340.02 34.099 1.123502653E+00 1.769993929E+00 6.776207487E-08 6.715655862E+19 1.481558237E-04 2.551521339E-01 1.481362240E-04 6.400844725E-01 2.419344798E-05 1.916992691E-01 1.261992911E-04 4.463009200E-02 
00L9 49926 339.74 34.127 1.124768241E+00 1.756273401E+00 6.514979182E-08 9.872906198E+19 1.500948539E-04 2.568450115E-01 1.500948539E-04 6.417648163E-01 2.474074890E-05 1.929622128E-01 1.282134138E-04 5.475633493E-02 
0L10 50028 339.85 34.116 1.123236710E+00 1.761376298E+00 6.459460494E-08 8.302996092E+19 1.515135126E-04 2.567067894E-01 1.515135126E-04 6.429466813E-01 2.500712015E-05 1.931941540E-01 1.294130782E-04 5.929029617E-02 
0L11 50126 339.94 34.107 1.121950074E+00 1.759178114E+00 6.396181590E-08 9.655494434E+19 1.529965594E-04 2.570666935E-01 1.529965594E-04 6.428914633E-01 2.528512674E-05 1.933375517E-01 1.307734460E-04 4.371595064E-02 
0L12 50226 339.99 34.102 1.125249795E+00 1.747012653E+00 6.596619460E-08 8.603067395E+19 1.538524632E-04 2.573308796E-01 1.538524632E-04 6.422788820E-01 2.542845659E-05 1.934829477E-01 1.314126350E-04 5.207783098E-02 
0L13 50330 339.99 34.102 1.127000899E+00 1.740760634E+00 6.680134166E-08 9.199099289E+19 1.541786136E-04 2.575965309E-01 1.540952971E-04 6.435586939E-01 2.554568521E-05 1.937891665E-01 1.318117367E-04 6.379652113E-02 
0L14 50426 339.99 34.102 1.124205298E+00 1.743870848E+00 6.455049302E-08 2.749368314E+19 1.545148522E-04 2.558660873E-01 1.545148522E-04 6.468832644E-01 2.557460145E-05 1.938418171E-01 1.319029080E-04 1.660560658E-01 
0L15 50534 339.97 34.104 1.126505864E+00 1.739355510E+00 6.593660014E-08 6.132971251E+19 1.546336021E-04 2.575281364E-01 1.546336021E-04 6.434046084E-01 2.562198219E-05 1.937949514E-01 1.321883890E-04 5.952086027E-02 
0L16 50640 339.99 34.102 1.127579661E+00 1.734846293E+00 6.645583488E-08 9.543629182E+19 1.548775387E-04 2.577125957E-01 1.548775387E-04 6.431995652E-01 2.567259832E-05 1.936769154E-01 1.325404238E-04 6.513283338E-02 
0L17 50726 340 34.101 1.130231571E+00 1.729238288E+00 6.817054020E-08 9.027484502E+19 1.553520137E-04 2.578036861E-01 1.553520137E-04 6.427112069E-01 2.574079064E-05 1.938784191E-01 1.327515310E-04 7.748452149E-02 
0L18 50824 340.01 34.1 1.133213572E+00 1.724192385E+00 7.027392283E-08 7.756534559E+19 1.557199641E-04 2.577673637E-01 1.555938091E-04 6.443601945E-01 2.584335817E-05 1.942787296E-01 1.329833053E-04 1.046398721E-01 
0L19 50928 340.02 34.099 1.123597220E+00 1.745471482E+00 6.388964788E-08 9.852359591E+19 1.555929320E-04 2.581081093E-01 1.555929320E-04 6.433307907E-01 2.583603428E-05 1.942101490E-01 1.330124127E-04 4.776494006E-02 
0L20 51032 340.02 34.099 1.132683368E+00 1.713639515E+00 6.923263442E-08 1.962204769E+19 1.555134147E-04 2.581688362E-01 1.555134147E-04 6.429823686E-01 2.581491734E-05 1.940113100E-01 1.330437851E-04 8.333798588E-02 
0L21 51132 340 34.101 1.125881319E+00 1.738932292E+00 6.503294698E-08 9.517213854E+19 1.555736927E-04 2.582777153E-01 1.555736927E-04 6.431500576E-01 2.584255261E-05 1.941169102E-01 1.331216353E-04 6.228292291E-02 
0L22 51228 340 34.101 1.125179792E+00 1.744090578E+00 6.475091218E-08 8.397821553E+19 1.552735516E-04 2.580056709E-01 1.552735516E-04 6.434898507E-01 2.577914089E-05 1.941186668E-01 1.327780712E-04 6.098728590E-02 
0L23 51326 340 34.101 1.126876039E+00 1.737239728E+00 6.569216884E-08 8.736622280E+19 1.554821700E-04 2.636762600E-01 1.554821700E-04 6.268268856E-01 2.569799493E-05 1.941639149E-01 1.324531784E-04 7.452179003E-01 
0L24 51426 340 34.101 1.124487309E+00 1.742694839E+00 6.424402445E-08 9.513002140E+19 1.558721642E-04 2.581320583E-01 1.558721642E-04 6.416487299E-01 2.581712330E-05 1.940398533E-01 1.330464579E-04 4.522670496E-02 
0L25 51528 340.02 34.099 1.125659379E+00 1.742110108E+00 6.500462922E-08 9.023176908E+19 1.559529361E-04 2.582050014E-01 1.559529361E-04 6.426099211E-01 2.587650583E-05 1.942702534E-01 1.331837718E-04 5.592431833E-02 
0L26 51628 340.03 34.098 1.125157062E+00 1.738874355E+00 6.450934733E-08 9.992956691E+19 1.557541250E-04 2.583215385E-01 1.557541250E-04 6.429494067E-01 2.586884127E-05 1.944840862E-01 1.330067975E-04 5.334687445E-02 
0L27 51728 340.01 34.1 1.126797409E+00 1.739065132E+00 6.561876422E-08 3.311745260E+19 1.556134159E-04 2.583086922E-01 1.556134159E-04 6.436157127E-01 2.587096895E-05 1.941723911E-01 1.332274785E-04 6.945758580E-02 
0L28 51826 340.02 34.099 1.125971933E+00 1.740397062E+00 6.509198454E-08 7.919170063E+19 1.555327234E-04 2.581924522E-01 1.555327234E-04 6.430511993E-01 2.582324832E-05 1.941730165E-01 1.329852978E-04 5.707642597E-02 
0L29 51930 340.02 34.099 1.121870458E+00 1.754863150E+00 6.269827146E-08 7.181302459E+19 1.552964348E-04 2.581541958E-01 1.552964348E-04 6.427280538E-01 2.576724162E-05 1.941528494E-01 1.327100027E-04 4.546740037E-02 
0L30 52026 340.02 34.099 1.124420649E+00 1.745891052E+00 6.414107342E-08 7.601242953E+19 1.554541754E-04 2.580369545E-01 1.554541754E-04 6.433165725E-01 2.580530748E-05 1.941003429E-01 1.329258033E-04 5.184886929E-02 
0L31 52130 340.03 34.098 1.124192609E+00 1.746237080E+00 6.401533586E-08 9.423720324E+19 1.555943787E-04 2.636839455E-01 1.555943787E-04 6.283590747E-01 2.578015254E-05 1.943168728E-01 1.327658363E-04 7.149075602E-01 
0L32 52224 340.04 34.097 1.123455467E+00 1.749716483E+00 6.360033268E-08 7.791252726E+19 1.557349755E-04 2.582574730E-01 1.557349755E-04 6.437474291E-01 2.589134214E-05 1.943446133E-01 1.332093886E-04 4.791417450E-02 
0L33 52326 340.02 34.099 1.123243554E+00 1.750280304E+00 6.348504747E-08 9.976525237E+19 1.557138550E-04 2.582363876E-01 1.557138550E-04 6.429602985E-01 2.585406591E-05 1.941771463E-01 1.331371399E-04 4.846971300E-02 
0L34 52424 340.03 34.098 1.123456294E+00 1.752240178E+00 6.368963081E-08 9.058867412E+19 1.555346176E-04 2.582280701E-01 1.555346176E-04 6.425342666E-01 2.580636342E-05 1.941366514E-01 1.329256628E-04 4.952484869E-02 
0L35 52528 340.03 34.098 1.128089355E+00 1.738567901E+00 6.642150538E-08 8.234143479E+19 1.553941030E-04 2.581978558E-01 1.553941030E-04 6.428019866E-01 2.579077398E-05 1.943777477E-01 1.326723047E-04 6.907287110E-02 
0L36 52628 340.02 34.099 1.126185089E+00 1.743474290E+00 6.514031525E-08 9.842973547E+19 1.551737885E-04 2.580759056E-01 1.551737885E-04 6.436487806E-01 2.577595555E-05 1.941122868E-01 1.327631495E-04 6.255913148E-02 
0L37 52726 340.03 34.098 1.123968514E+00 1.751242008E+00 6.389444673E-08 1.018717545E+18 1.555137005E-04 2.581819416E-01 1.555137005E-04 6.425025129E-01 2.579700861E-05 1.940106512E-01 1.329601471E-04 4.893624084E-02 
0L38 52830 340.01 34.1 1.128274228E+00 1.737167336E+00 6.644683697E-08 9.485996176E+19 1.556929320E-04 2.583076466E-01 1.556929320E-04 6.429799470E-01 2.585851547E-05 1.942667858E-01 1.331073418E-04 7.114700521E-02 
