T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.229990948E+00 1.232219918E+00 1.233987103E+00 1.235361738E+00 1.236429423E+00 1.237280808E+00 1.238004711E+00 1.238686746E+00 1.239411917E+00 1.240268985E+00 1.241354480E+00 1.242773966E+00 1.244638025E+00 1.247050757E+00 1.250090679E+00 1.253788736E+00 1.258113766E+00 1.262976898E+00 1.268256873E+00
295 1.231691270E+00 1.233763345E+00 1.235380804E+00 1.236626671E+00 1.237589380E+00 1.238356386E+00 1.239010530E+00 1.239630281E+00 1.240292746E+00 1.241077773E+00 1.242071348E+00 1.243366519E+00 1.245060028E+00 1.247243258E+00 1.249987541E+00 1.253326828E+00 1.257245098E+00 1.261677768E+00 1.266530397E+00
300 1.233309044E+00 1.235325581E+00 1.236870520E+00 1.238046587E+00 1.238950659E+00 1.239672061E+00 1.240292190E+00 1.240886454E+00 1.241527776E+00 1.242290239E+00 1.243251435E+00 1.244492315E+00 1.246093684E+00 1.248129361E+00 1.250656415E+00 1.253703913E+00 1.257263911E+00 1.261291318E+00 1.265716684E+00
305 1.234147551E+00 1.236205499E+00 1.237753601E+00 1.238919994E+00 1.239815669E+00 1.240537275E+00 1.241169980E+00 1.241791174E+00 1.242474340E+00 1.243291825E+00 1.244315273E+00 1.245613111E+00 1.247246077E+00 1.249262735E+00 1.251696424E+00 1.254562422E+00 1.257854108E+00 1.261541629E+00 1.265578680E+00
310 1.233223682E+00 1.235409302E+00 1.237031572E+00 1.238249218E+00 1.239193179E+00 1.239973585E+00 1.240685887E+00 1.241416242E+00 1.242245374E+00 1.243249460E+00 1.244496770E+00 1.246040681E+00 1.247912776E+00 1.250122057E+00 1.252662947E+00 1.255525655E+00 1.258699263E+00 1.262167647E+00 1.265907743E+00
315 1.228821965E+00 1.231194478E+00 1.232947517E+00 1.234274533E+00 1.235332113E+00 1.236251138E+00 1.237146006E+00 1.238121451E+00 1.239275474E+00 1.240696193E+00 1.242451096E+00 1.244571189E+00 1.247039351E+00 1.249796515E+00 1.252770234E+00 1.255908506E+00 1.259192799E+00 1.262625831E+00 1.266214349E+00
320 1.218226117E+00 1.220785367E+00 1.222692307E+00 1.224176267E+00 1.225424656E+00 1.226597867E+00 1.227841528E+00 1.229294225E+00 1.231087581E+00 1.233334890E+00 1.236105936E+00 1.239393834E+00 1.243093885E+00 1.247022935E+00 1.250987880E+00 1.254864125E+00 1.258624945E+00 1.262309472E+00 1.265973843E+00
325 1.196623145E+00 1.199253881E+00 1.201269126E+00 1.202929127E+00 1.204454810E+00 1.206046220E+00 1.207897760E+00 1.210205686E+00 1.213162458E+00 1.216929815E+00 1.221586740E+00 1.227062962E+00 1.233097435E+00 1.239280043E+00 1.245195160E+00 1.250587143E+00 1.255421459E+00 1.259811577E+00 1.263905757E+00
330 1.157452659E+00 1.159824637E+00 1.161763630E+00 1.163543971E+00 1.165416091E+00 1.167629135E+00 1.170449142E+00 1.174165794E+00 1.179076943E+00 1.185436413E+00 1.193354897E+00 1.202670880E+00 1.212862996E+00 1.223119178E+00 1.232612868E+00 1.240838063E+00 1.247742193E+00 1.253579167E+00 1.258670132E+00
335 1.092420476E+00 1.093905154E+00 1.095370880E+00 1.097069686E+00 1.099263339E+00 1.102251179E+00 1.106392876E+00 1.112115839E+00 1.119889340E+00 1.130139164E+00 1.143078414E+00 1.158468711E+00 1.175425664E+00 1.192488680E+00 1.208099352E+00 1.221256806E+00 1.231827375E+00 1.240292464E+00 1.247278842E+00
340 1.007064758E+00 1.007746014E+00 1.008305177E+00 1.008744314E+00 1.009079097E+00 1.009331430E+00 1.009554512E+00 1.017472564E+00 1.028526618E+00 1.043434475E+00 1.062679301E+00 1.086114091E+00 1.112543829E+00 1.139660047E+00 1.164722097E+00 1.185760364E+00 1.202325664E+00 1.215173678E+00 1.225392949E+00
