Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.128516439E+00 1.154193337E+00 -2.567689800E-02 1.125752141E+00 1.148678515E+00 -2.292637400E-02
1.468000E+10 1.128568302E+00 1.154214553E+00 -2.564625100E-02 1.126643749E+00 1.150410579E+00 -2.376683000E-02
2.154000E+10 1.128644144E+00 1.154245739E+00 -2.560159500E-02 1.127280621E+00 1.151630859E+00 -2.435023800E-02
3.162000E+10 1.128754999E+00 1.154290764E+00 -2.553576500E-02 1.127750457E+00 1.152497207E+00 -2.474675000E-02
4.642000E+10 1.128916600E+00 1.154356532E+00 -2.543993200E-02 1.128119019E+00 1.153127876E+00 -2.500885700E-02
6.813000E+10 1.129151528E+00 1.154451701E+00 -2.530017300E-02 1.128522619E+00 1.153610380E+00 -2.508776100E-02
1.000000E+11 1.129491632E+00 1.154560029E+00 -2.506839700E-02 1.129045382E+00 1.153981407E+00 -2.493602500E-02
1.468000E+11 1.129985318E+00 1.154727054E+00 -2.474173600E-02 1.129665583E+00 1.154331213E+00 -2.466563000E-02
2.154000E+11 1.130682695E+00 1.154976879E+00 -2.429418400E-02 1.130450268E+00 1.154705459E+00 -2.425519100E-02
3.162000E+11 1.134331303E+00 1.155308655E+00 -2.097735200E-02 1.134193582E+00 1.155122092E+00 -2.092851000E-02
4.642000E+11 1.138519265E+00 1.155843453E+00 -1.732418800E-02 1.138420630E+00 1.155714564E+00 -1.729393400E-02
6.813000E+11 1.146763579E+00 1.156555757E+00 -9.792178000E-03 1.146702559E+00 1.156466288E+00 -9.763729000E-03
1.000000E+12 1.148272473E+00 1.157470746E+00 -9.198273000E-03 1.148229952E+00 1.157408308E+00 -9.178356000E-03
1.468000E+12 1.153003448E+00 1.158592756E+00 -5.589308000E-03 1.152958390E+00 1.158548967E+00 -5.590577000E-03
2.154000E+12 1.159534227E+00 1.159920273E+00 -3.860460000E-04 1.159498705E+00 1.159889119E+00 -3.904140000E-04
3.162000E+12 1.168060614E+00 1.161218024E+00 6.842590000E-03 1.168013099E+00 1.161195941E+00 6.817158000E-03
4.642000E+12 1.171123542E+00 1.162405455E+00 8.718087000E-03 1.171110759E+00 1.162389807E+00 8.720952000E-03
6.813000E+12 1.176167163E+00 1.165815266E+00 1.035189700E-02 1.176120003E+00 1.165769738E+00 1.035026500E-02
1.000000E+13 1.181246461E+00 1.173677499E+00 7.568962000E-03 1.181229458E+00 1.173634117E+00 7.595341000E-03
