N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 8.879759000E-03 8.319749000E-03 7.938894000E-03 8.233253000E-03
1.016672606E+01 6.309362000E-03 5.861353000E-03 5.560905000E-03 6.093673000E-03
1.033324570E+01 4.444343000E-03 4.099123000E-03 3.870214000E-03 4.422195000E-03
1.049996187E+01 3.107208000E-03 2.849364000E-03 2.679763000E-03 3.006302000E-03
1.066670514E+01 2.159454000E-03 1.971501000E-03 1.848500000E-03 2.052401000E-03
1.083333839E+01 1.494302000E-03 1.359765000E-03 1.400256000E-03 1.375623000E-03
1.100000000E+01 1.031280000E-03 9.361960000E-04 9.442660000E-04 9.129030000E-04
1.116672606E+01 7.109320000E-04 6.443420000E-04 6.416840000E-04 6.113730000E-04
1.133324570E+01 4.903680000E-04 4.440240000E-04 4.350210000E-04 4.003170000E-04
1.149996187E+01 3.390380000E-04 3.069330000E-04 2.962880000E-04 2.764220000E-04
1.166670514E+01 2.355090000E-04 2.134010000E-04 2.059510000E-04 1.923020000E-04
1.183333839E+01 1.648780000E-04 1.497760000E-04 1.422330000E-04 1.331850000E-04
1.200000000E+01 1.168190000E-04 1.066550000E-04 1.016570000E-04 9.570300000E-05
1.216672606E+01 8.422400000E-05 7.754800000E-05 7.438800000E-05 7.060900000E-05
1.233324570E+01 6.217900000E-05 5.795800000E-05 5.609500000E-05 5.380300000E-05
1.249996187E+01 4.728100000E-05 4.475100000E-05 4.375200000E-05 4.243900000E-05
1.266670514E+01 3.716900000E-05 3.574800000E-05 3.529000000E-05 3.458400000E-05
1.283333839E+01 3.018800000E-05 2.945700000E-05 2.929600000E-05 2.893400000E-05
1.300000000E+01 2.521400000E-05 2.487800000E-05 2.485500000E-05 2.468800000E-05
