Ytrue Ypred RelError Label
1.000000e+10 1.000124e+10 1.243530e-04 Jsc
1.000000e+11 1.000003e+11 2.682371e-06 Jsc
1.000000e+12 9.999973e+11 2.697875e-06 Jsc
1.000000e+13 1.000000e+13 3.922749e-08 Jsc
1.000000e+14 1.000018e+14 1.790249e-05 Jsc
1.468000e+10 1.467953e+10 3.168829e-05 Jsc
1.468000e+11 1.468023e+11 1.570507e-05 Jsc
1.468000e+12 1.468000e+12 2.097577e-07 Jsc
1.468000e+13 1.468007e+13 4.803327e-06 Jsc
2.154000e+10 2.153999e+10 5.870818e-07 Jsc
2.154000e+11 2.154004e+11 1.633698e-06 Jsc
2.154000e+12 2.153998e+12 1.031178e-06 Jsc
2.154000e+13 2.154002e+13 1.082450e-06 Jsc
3.162000e+10 3.162010e+10 3.125968e-06 Jsc
3.162000e+11 3.161998e+11 5.879612e-07 Jsc
3.162000e+12 3.162001e+12 1.829761e-07 Jsc
3.162000e+13 3.161983e+13 5.347145e-06 Jsc
4.642000e+10 4.641990e+10 2.158429e-06 Jsc
4.642000e+11 4.641979e+11 4.598436e-06 Jsc
4.642000e+12 4.641999e+12 3.212709e-07 Jsc
4.642000e+13 4.642102e+13 2.188327e-05 Jsc
6.813000e+10 6.813021e+10 3.121265e-06 Jsc
6.813000e+11 6.813004e+11 6.253157e-07 Jsc
6.813000e+12 6.813001e+12 1.886018e-07 Jsc
6.813000e+13 6.813255e+13 3.736188e-05 Jsc
