Ytrue Ypred RelError Label
1.000000e+10 9.999772e+09 2.284963e-05 Jsc
1.000000e+11 9.999980e+10 2.041429e-06 Jsc
1.000000e+12 9.998797e+11 1.203461e-04 Jsc
1.000000e+13 9.999694e+12 3.062943e-05 Jsc
1.000000e+14 9.999787e+13 2.131765e-05 Jsc
1.468000e+10 1.467857e+10 9.736021e-05 Jsc
1.468000e+11 1.468135e+11 9.227418e-05 Jsc
1.468000e+12 1.468075e+12 5.123563e-05 Jsc
1.468000e+13 1.468067e+13 4.557277e-05 Jsc
2.154000e+10 2.153989e+10 5.039658e-06 Jsc
2.154000e+11 2.153882e+11 5.479788e-05 Jsc
2.154000e+12 2.153689e+12 1.441758e-04 Jsc
2.154000e+13 2.154149e+13 6.900511e-05 Jsc
3.162000e+10 3.161897e+10 3.250288e-05 Jsc
3.162000e+11 3.162386e+11 1.221106e-04 Jsc
3.162000e+12 3.162216e+12 6.838511e-05 Jsc
3.162000e+13 3.162086e+13 2.714712e-05 Jsc
4.642000e+10 4.641885e+10 2.476672e-05 Jsc
4.642000e+11 4.641050e+11 2.046738e-04 Jsc
4.642000e+12 4.641980e+12 4.411179e-06 Jsc
4.642000e+13 4.641945e+13 1.176207e-05 Jsc
6.813000e+10 6.812902e+10 1.435769e-05 Jsc
6.813000e+11 6.812872e+11 1.883896e-05 Jsc
6.813000e+12 6.812466e+12 7.836144e-05 Jsc
6.813000e+13 6.813578e+13 8.490539e-05 Jsc
