fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 28986 310.02 37.398 1.000000000E+00 2.885543532E+00 1.633518554E-10 9.934139083E+19 1.695429505E+00 1.254499016E-07 5.694336314E-02 
00D2 29108 310.02 37.398 1.000000000E+00 2.882453346E+00 1.622658390E-10 9.972246004E+19 1.695209851E+00 1.254995555E-07 5.434571802E-02 
00D3 29198 310.01 37.399 1.000000000E+00 2.877506808E+00 1.744284990E-10 9.965318223E+19 1.689888858E+00 1.254260223E-07 5.900348621E-02 
00D4 29294 310.01 37.399 1.000000000E+00 2.849632366E+00 1.663084870E-10 9.905523006E+19 1.677742206E+00 1.199457141E-07 6.014606833E-02 
00D5 29382 310.02 37.398 1.000000000E+00 2.873213446E+00 1.732085294E-10 9.991645688E+19 1.692009933E+00 1.261266451E-07 5.113602949E-02 
00D6 29488 310.04 37.396 1.000000000E+00 2.857763909E+00 1.676881036E-10 9.995904021E+19 1.677278288E+00 1.199614082E-07 1.297469175E-01 
00D7 29566 310.05 37.395 1.000000000E+00 2.857772084E+00 1.696327830E-10 9.990546498E+19 1.683908374E+00 1.227016006E-07 5.249503351E-02 
00D8 29654 310.03 37.397 1.000000000E+00 2.897489098E+00 1.758385260E-10 9.956558405E+19 1.690162923E+00 1.253503878E-07 5.468786823E-02 
00D9 29736 310.03 37.397 1.000000000E+00 2.867095396E+00 1.689945392E-10 9.943084408E+19 1.677110460E+00 1.197122666E-07 5.689022551E-02 
0D10 29830 310.03 37.397 1.000000000E+00 2.888205339E+00 1.727701934E-10 9.980740188E+19 1.686100461E+00 1.229616605E-07 5.738121491E-02 
0D11 29954 310 37.401 1.000000000E+00 2.942052344E+00 2.061295246E-10 9.944254672E+19 1.649523497E+00 1.129203047E-07 3.867836716E-02 
0D12 30080 309.83 37.421 1.000000000E+00 3.104004323E+00 2.361546346E-10 8.934768066E+19 1.675011890E+00 1.158095843E-07 4.448248530E-02 
0D13 30172 309.85 37.419 1.000000000E+00 2.986415932E+00 2.023013475E-10 9.979430217E+19 1.653456507E+00 1.138472765E-07 4.082927362E-02 
0D14 30258 309.91 37.412 1.000000000E+00 3.002975038E+00 2.085673445E-10 9.968316216E+19 1.657116076E+00 1.150196975E-07 4.724665707E-02 
0D15 30348 309.94 37.408 1.000000000E+00 3.000419560E+00 2.044674042E-10 9.976508573E+19 1.643919215E+00 1.106284428E-07 1.120818355E-01 
0D16 30438 309.97 37.404 1.000000000E+00 3.027788875E+00 2.170793806E-10 9.993156179E+19 1.664024513E+00 1.173244228E-07 3.830082825E-02 
0D17 30530 310 37.401 1.000000000E+00 2.982723560E+00 2.010581178E-10 9.988947830E+19 1.647263550E+00 1.128946641E-07 1.154175413E-01 
0D18 30620 309.99 37.402 1.000000000E+00 3.092781807E+00 2.368432612E-10 9.876224523E+19 1.677057100E+00 1.192563130E-07 4.636256839E-02 
0D19 30714 310.02 37.398 1.000000000E+00 2.994606585E+00 2.056158060E-10 9.999826429E+19 1.658229453E+00 1.176245661E-07 4.063813656E-02 
