x N
1.4724185E+0 1.4098387E+21
1.4606810E+0 1.4030385E+21
1.4487333E+0 1.3941658E+21
1.4366492E+0 1.4047319E+21
1.4246837E+0 1.4211512E+21
1.4126764E+0 1.4201293E+21
1.4004886E+0 1.4060052E+21
1.3880247E+0 1.3951835E+21
1.3754238E+0 1.3975382E+21
1.3627737E+0 1.4089642E+21
1.3501458E+0 1.4181034E+21
1.3374226E+0 1.4035584E+21
1.3242852E+0 1.3908090E+21
1.3110694E+0 1.4006804E+21
1.2978547E+0 1.4035888E+21
1.2844228E+0 1.3933232E+21
1.2707307E+0 1.3929838E+21
1.2570022E+0 1.3935555E+21
1.2430196E+0 1.3822090E+21
1.2287489E+0 1.3894390E+21
1.2145915E+0 1.3894252E+21
1.1999825E+0 1.3765934E+21
1.1852068E+0 1.3832270E+21
1.1703756E+0 1.3679078E+21
1.1548811E+0 1.3618544E+21
1.1395169E+0 1.3800188E+21
1.1240143E+0 1.3656746E+21
1.1078889E+0 1.3508075E+21
1.0915791E+0 1.3622051E+21
1.0752469E+0 1.3611989E+21
1.0584093E+0 1.2851105E+21
1.0395281E+0 1.2817907E+21
1.0220067E+0 1.3455997E+21
1.0042297E+0 1.3340711E+21
9.8576511E-1 1.3209234E+21
