T d154 d184 d214 d244
d 150 180 210 240
290 1.215788097E+00 1.212404059E+00 1.210127293E+00 1.208284739E+00
295 1.213031124E+00 1.209805336E+00 1.207353349E+00 1.205279575E+00
300 1.206865157E+00 1.202809805E+00 1.199803757E+00 1.197093298E+00
305 1.192362751E+00 1.186510983E+00 1.182075793E+00 1.178334139E+00
310 1.161628694E+00 1.152418487E+00 1.145460310E+00 1.139943811E+00
315 1.101675105E+00 1.088462864E+00 1.077540810E+00 1.069563459E+00
320 1.014154065E+00 1.012652108E+00 1.011530056E+00 1.010644426E+00
325 1.014406632E+00 1.013082957E+00 1.012062133E+00 1.011234418E+00
330 1.016248990E+00 1.015016738E+00 1.014019876E+00 1.013172958E+00
335 1.020164815E+00 1.018934154E+00 1.017876170E+00 1.016927401E+00
340 1.026818754E+00 1.025500254E+00 1.024293457E+00 1.023152708E+00
