N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+15 300 3.800E-4 3.821521E+1 1.902880E+1 6.072560E-1 8.199820E+1
1.468000E+10 3.162E+15 300 3.800E-4 3.818185E+1 1.899860E+1 6.071790E-1 8.194980E+1
2.154000E+10 3.162E+15 300 3.800E-4 3.813337E+1 1.895460E+1 6.070660E-1 8.187900E+1
3.162000E+10 3.162E+15 300 3.800E-4 3.806322E+1 1.889060E+1 6.069000E-1 8.177570E+1
4.642000E+10 3.162E+15 300 3.800E-4 3.796243E+1 1.879840E+1 6.066550E-1 8.162560E+1
6.813000E+10 3.162E+15 300 3.800E-4 3.781905E+1 1.866660E+1 6.062930E-1 8.140880E+1
1.000000E+11 3.162E+15 300 3.800E-4 3.761813E+1 1.848050E+1 6.057590E-1 8.109920E+1
1.468000E+11 3.162E+15 300 3.800E-4 3.734274E+1 1.822340E+1 6.049650E-1 8.066640E+1
2.154000E+11 3.162E+15 300 3.800E-4 3.697720E+1 1.787740E+1 6.037810E-1 8.007370E+1
3.162000E+11 3.162E+15 300 3.800E-4 3.651340E+1 1.745190E+1 6.019970E-1 7.939570E+1
4.642000E+11 3.162E+15 300 3.800E-4 3.595852E+1 1.695730E+1 5.992400E-1 7.869620E+1
6.813000E+11 3.162E+15 300 3.800E-4 3.533747E+1 1.643350E+1 5.948630E-1 7.817660E+1
1.000000E+12 3.162E+15 300 3.800E-4 3.468251E+1 1.591810E+1 5.878910E-1 7.807010E+1
1.468000E+12 3.162E+15 300 3.800E-4 3.401561E+1 1.541300E+1 5.772520E-1 7.849510E+1
2.154000E+12 3.162E+15 300 3.800E-4 3.334062E+1 1.491950E+1 5.664800E-1 7.899430E+1
3.162000E+12 3.162E+15 300 3.800E-4 3.264998E+1 1.443490E+1 5.588360E-1 7.911260E+1
4.642000E+12 3.162E+15 300 3.800E-4 3.193449E+1 1.393980E+1 5.521040E-1 7.906360E+1
6.813000E+12 3.162E+15 300 3.800E-4 3.118795E+1 1.344380E+1 5.453600E-1 7.904060E+1
1.000000E+13 3.162E+15 300 3.800E-4 3.040729E+1 1.293230E+1 5.385470E-1 7.897220E+1
1.468000E+13 3.162E+15 300 3.800E-4 2.959145E+1 1.241860E+1 5.316840E-1 7.893190E+1
2.154000E+13 3.162E+15 300 3.800E-4 2.874067E+1 1.189020E+1 5.248040E-1 7.883070E+1
3.162000E+13 3.162E+15 300 3.800E-4 2.785645E+1 1.135530E+1 5.179470E-1 7.870230E+1
4.642000E+13 3.162E+15 300 3.800E-4 2.694125E+1 1.081900E+1 5.111030E-1 7.857100E+1
6.813000E+13 3.162E+15 300 3.800E-4 2.599878E+1 1.027280E+1 5.042250E-1 7.836350E+1
1.000000E+14 3.162E+15 300 3.800E-4 2.503391E+1 9.729500E+0 4.973060E-1 7.815200E+1
