T nFsrh nFBsrh dnsrh nF nFB dn
290 1.169491112E+00 1.138479735E+00 3.101137700E-02 1.168472292E+00 1.135376465E+00 3.309582700E-02
295 1.176620175E+00 1.137460562E+00 3.915961300E-02 1.167882734E+00 1.136316664E+00 3.156607000E-02
300 1.174078311E+00 1.143085214E+00 3.099309700E-02 1.172411168E+00 1.141615593E+00 3.079557500E-02
305 1.180483360E+00 1.148472637E+00 3.201072300E-02 1.178198753E+00 1.146599257E+00 3.159949600E-02
310 1.182071660E+00 1.153545177E+00 2.852648300E-02 1.178287201E+00 1.151196571E+00 2.709063000E-02
315 1.182687122E+00 1.158197982E+00 2.448914000E-02 1.179401069E+00 1.155284033E+00 2.411703600E-02
320 1.186688121E+00 1.162532225E+00 2.415589600E-02 1.182952051E+00 1.158955274E+00 2.399677700E-02
325 1.189104879E+00 1.166186925E+00 2.291795400E-02 1.184670288E+00 1.161858512E+00 2.281177600E-02
330 1.179676416E+00 1.169221935E+00 1.045448100E-02 1.175048770E+00 1.164050772E+00 1.099799800E-02
335 1.165105948E+00 1.171422355E+00 -6.316407000E-03 1.159998764E+00 1.165330522E+00 -5.331758000E-03
340 1.152042829E+00 1.172641811E+00 -2.059898200E-02 1.148550021E+00 1.166000348E+00 -1.745032700E-02
