N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.198862936E+00 1.198604220E+00 1.198090245E+00 1.195726046E+00 1.188348114E+00 1.167986613E+00 1.119910282E+00 1.026204554E+00 1.016498367E+00 1.019240840E+00 1.024916676E+00
1.600000000E+01 1.219078571E+00 1.220954591E+00 1.223205082E+00 1.225415797E+00 1.228256272E+00 1.230846853E+00 1.232826515E+00 1.234839904E+00 1.236171025E+00 1.235987704E+00 1.234671351E+00
1.700000000E+01 1.249648086E+00 1.251712894E+00 1.254217737E+00 1.256656007E+00 1.259410833E+00 1.261928008E+00 1.263514258E+00 1.264752463E+00 1.265011315E+00 1.263605959E+00 1.261630431E+00
1.549996187E+01 1.206435425E+00 1.207641381E+00 1.208942489E+00 1.210964869E+00 1.212986304E+00 1.214346020E+00 1.214787034E+00 1.212297047E+00 1.203043964E+00 1.179997552E+00 1.130369832E+00
1.649996187E+01 1.223165154E+00 1.225745837E+00 1.228410830E+00 1.231757546E+00 1.235096099E+00 1.237690106E+00 1.240371260E+00 1.242540080E+00 1.243374962E+00 1.244077765E+00 1.243882749E+00
1.674996808E+01 1.232383081E+00 1.234806167E+00 1.237407817E+00 1.240488560E+00 1.243465419E+00 1.245836737E+00 1.248254081E+00 1.250028682E+00 1.250367361E+00 1.250457869E+00 1.249547509E+00
1.624993176E+01 1.220840208E+00 1.223142225E+00 1.225945496E+00 1.228676373E+00 1.231843795E+00 1.234901198E+00 1.237118960E+00 1.239284770E+00 1.240901121E+00 1.241128524E+00 1.241053511E+00
1.574996808E+01 1.213643960E+00 1.214482670E+00 1.216386844E+00 1.218608319E+00 1.220995856E+00 1.222978280E+00 1.225011900E+00 1.226243419E+00 1.225731599E+00 1.222531763E+00 1.215547118E+00
1.524993176E+01 1.202880390E+00 1.203317143E+00 1.204475076E+00 1.205585267E+00 1.205868330E+00 1.203268878E+00 1.194865725E+00 1.172140571E+00 1.121064148E+00 1.025444131E+00 1.012474621E+00
