T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.197994315E+00 1.201693784E+00 1.204782769E+00 1.211357326E+00 1.215990284E+00 1.216499338E+00 1.216994478E+00 1.223874204E+00 1.238831739E+00
295 1.197825906E+00 1.202272028E+00 1.206191448E+00 1.212474768E+00 1.218177946E+00 1.219208623E+00 1.220086357E+00 1.226866779E+00 1.241441755E+00
300 1.197333006E+00 1.203528658E+00 1.207635099E+00 1.214564025E+00 1.220642635E+00 1.222258718E+00 1.222955926E+00 1.229609661E+00 1.244048689E+00
305 1.194828944E+00 1.204679500E+00 1.209746340E+00 1.216895991E+00 1.222942882E+00 1.225040318E+00 1.226318792E+00 1.232540888E+00 1.245892822E+00
310 1.186920678E+00 1.204898308E+00 1.211798282E+00 1.219326753E+00 1.225782381E+00 1.228160015E+00 1.229459419E+00 1.235044916E+00 1.247710236E+00
315 1.165138903E+00 1.202004302E+00 1.213104980E+00 1.221275412E+00 1.228281360E+00 1.231030509E+00 1.231545355E+00 1.236454167E+00 1.248849354E+00
320 1.113989053E+00 1.192790911E+00 1.213358304E+00 1.223208705E+00 1.230069999E+00 1.232871986E+00 1.233639242E+00 1.237738819E+00 1.248367467E+00
325 1.015765215E+00 1.168144571E+00 1.210402307E+00 1.224243537E+00 1.231901377E+00 1.234623850E+00 1.235073907E+00 1.238244352E+00 1.247583594E+00
330 1.016300683E+00 1.113341551E+00 1.200068763E+00 1.223357746E+00 1.232908758E+00 1.235731896E+00 1.234869652E+00 1.236867891E+00 1.245403917E+00
335 1.019258407E+00 1.012583676E+00 1.174767188E+00 1.219498119E+00 1.232256937E+00 1.235275417E+00 1.234595693E+00 1.235305386E+00 1.240995264E+00
340 1.025190985E+00 1.012256557E+00 1.121031739E+00 1.211722629E+00 1.230368418E+00 1.234545400E+00 1.233362757E+00 1.232677046E+00 1.236246401E+00
