N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.196297257E+00 1.196295167E+00 1.195914445E+00 1.193449276E+00 1.185431054E+00 1.163290344E+00 1.111419263E+00 1.014595711E+00 1.015332701E+00 1.018188335E+00 1.023831382E+00
1.600000000E+01 1.211522167E+00 1.213877119E+00 1.216364612E+00 1.218578117E+00 1.221001973E+00 1.223195717E+00 1.224353702E+00 1.225210657E+00 1.225186681E+00 1.223403175E+00 1.220282720E+00
1.700000000E+01 1.226698804E+00 1.228709794E+00 1.230055958E+00 1.229671431E+00 1.228670327E+00 1.226554463E+00 1.222730065E+00 1.218228863E+00 1.211799651E+00 1.203087533E+00 1.194290353E+00
1.549996187E+01 1.201742655E+00 1.203374480E+00 1.205000809E+00 1.207158929E+00 1.209162059E+00 1.210335773E+00 1.210324106E+00 1.206982246E+00 1.196128556E+00 1.170193672E+00 1.115937413E+00
1.649996187E+01 1.210276084E+00 1.213364038E+00 1.215950655E+00 1.218660887E+00 1.220823284E+00 1.221605268E+00 1.222072620E+00 1.221591736E+00 1.219207271E+00 1.216539169E+00 1.212772469E+00
1.674996808E+01 1.214941158E+00 1.217732423E+00 1.219805784E+00 1.221612505E+00 1.222549955E+00 1.221619426E+00 1.219959349E+00 1.218570552E+00 1.214049603E+00 1.209267016E+00 1.203358821E+00
1.624993176E+01 1.211175357E+00 1.213978159E+00 1.216909555E+00 1.219394188E+00 1.221922820E+00 1.223958159E+00 1.224744500E+00 1.225182151E+00 1.224750268E+00 1.222619636E+00 1.220054951E+00
1.574996808E+01 1.207559072E+00 1.208964625E+00 1.211156580E+00 1.213475343E+00 1.215766051E+00 1.217472167E+00 1.218994599E+00 1.219484031E+00 1.217950816E+00 1.213328591E+00 1.204868386E+00
1.524993176E+01 1.199381394E+00 1.200186403E+00 1.201575966E+00 1.202788858E+00 1.202985057E+00 1.199967926E+00 1.190454403E+00 1.165064573E+00 1.109739831E+00 1.010601604E+00 1.011230680E+00
