N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.203282104E+00 1.202512397E+00 1.201828007E+00 1.200098978E+00 1.195319464E+00 1.182212893E+00 1.150686887E+00 1.084891750E+00 1.017349757E+00 1.018611410E+00 1.022341694E+00
1.600000000E+01 1.232124060E+00 1.232476965E+00 1.233506587E+00 1.234897388E+00 1.237182815E+00 1.239578372E+00 1.241804747E+00 1.244198890E+00 1.246186452E+00 1.247176179E+00 1.247295268E+00
1.700000000E+01 1.274501950E+00 1.274372085E+00 1.275190154E+00 1.276472899E+00 1.278919007E+00 1.281959803E+00 1.284983008E+00 1.288415333E+00 1.291677144E+00 1.294384467E+00 1.296967615E+00
1.549996187E+01 1.214071741E+00 1.214304893E+00 1.214843241E+00 1.216274940E+00 1.217944133E+00 1.219311911E+00 1.220275561E+00 1.219460863E+00 1.214507314E+00 1.201167501E+00 1.170984617E+00
1.649996187E+01 1.242975072E+00 1.243554022E+00 1.244717896E+00 1.247087460E+00 1.249986253E+00 1.252847772E+00 1.256230961E+00 1.259603055E+00 1.262434672E+00 1.265275492E+00 1.267545684E+00
1.674996808E+01 1.255144194E+00 1.255454805E+00 1.256400810E+00 1.258413859E+00 1.261076323E+00 1.263874684E+00 1.267370462E+00 1.270876756E+00 1.273881284E+00 1.277009398E+00 1.279644437E+00
1.624993176E+01 1.237230259E+00 1.237754782E+00 1.239169423E+00 1.240997592E+00 1.243674862E+00 1.246674190E+00 1.249421569E+00 1.252309577E+00 1.254977650E+00 1.256851903E+00 1.258371796E+00
1.574996808E+01 1.223696666E+00 1.223350348E+00 1.224237219E+00 1.225709443E+00 1.227605613E+00 1.229421078E+00 1.231495153E+00 1.233107278E+00 1.233641656E+00 1.232504717E+00 1.228146863E+00
1.524993176E+01 1.208640513E+00 1.208351296E+00 1.208932127E+00 1.209719635E+00 1.210147157E+00 1.208745060E+00 1.203940200E+00 1.190180044E+00 1.158061836E+00 1.093004021E+00 1.013340430E+00
