True Mean Median
1.00000E+04 3.53652E+04 2.85860E+02 1.00000E+04
1.00000E+04 1.34310E+05 3.66720E+02 1.00000E+04
1.00000E+04 2.67358E+04 3.25105E+02 1.00000E+04
1.00000E+04 2.39911E+04 2.05760E+02 1.00000E+04
1.00000E+04 5.23172E+04 3.42842E+02 1.00000E+04
1.00000E+04 4.67456E+04 3.43780E+02 1.00000E+04
1.00000E+04 3.49472E+04 3.17890E+02 1.00000E+04
1.00000E+04 3.09979E+04 3.04719E+03 1.00000E+04
1.00000E+04 3.25799E+04 1.53188E+03 1.00000E+04
1.00000E+04 3.29076E+04 2.34230E+03 1.00000E+04
