True Mean Median
1.00000E+04 4.98093E+04 4.15155E+02 1.00000E+04
1.00000E+04 5.82929E+04 6.00680E+02 1.00000E+04
1.00000E+04 1.75797E+04 3.38128E+02 1.00000E+04
1.00000E+04 1.30215E+04 5.39677E+02 1.00000E+04
1.00000E+04 3.11353E+04 5.27834E+02 1.00000E+04
1.00000E+04 4.32346E+04 6.69111E+02 1.00000E+04
1.00000E+04 9.61439E+04 5.69572E+03 1.00000E+04
1.00000E+04 6.70223E+04 5.91727E+03 1.00000E+04
1.00000E+04 6.24839E+04 5.15583E+03 1.00000E+04
1.00000E+04 7.62391E+04 7.12981E+03 1.00000E+04
