True Mean Median
2.92308E+00 3.11462E+00 1.83190E+00 2.92308E+00
2.85185E+00 1.81735E+00 1.34967E+00 2.85185E+00
2.78571E+00 2.29212E+00 8.18861E-01 2.78571E+00
2.72414E+00 2.71825E+00 5.00000E-01 2.72414E+00
2.66667E+00 3.66979E+00 5.00000E-01 2.66667E+00
2.61290E+00 6.61931E+00 5.00000E-01 2.61290E+00
2.56250E+00 1.61376E+01 1.89715E+01 2.56250E+00
2.51515E+00 1.51710E+01 8.31005E+00 2.51515E+00
2.47059E+00 1.83391E+01 3.00000E+01 2.47059E+00
2.42857E+00 1.95109E+01 3.00000E+01 2.42857E+00
