True Mean Median
2.92308E+00 2.41768E+00 2.90231E+00 2.92308E+00
2.85185E+00 2.78308E+00 2.84084E+00 2.85185E+00
2.78571E+00 3.87503E+00 2.78288E+00 2.78571E+00
2.72414E+00 4.06791E+00 2.72357E+00 2.72414E+00
2.66667E+00 4.58182E+00 2.66669E+00 2.66667E+00
2.61290E+00 4.72704E+00 2.61295E+00 2.61290E+00
2.56250E+00 9.69368E+00 2.74733E+00 2.56250E+00
2.51515E+00 6.79009E+00 2.63162E+00 2.51515E+00
2.47059E+00 6.14737E+00 2.49628E+00 2.47059E+00
2.42857E+00 6.32159E+00 2.42932E+00 2.42857E+00
