True Mean Median
1.00000E+04 5.08184E+04 2.31607E+03 1.00000E+04
1.00000E+04 4.39246E+04 4.46543E+03 1.00000E+04
1.00000E+04 5.56285E+04 4.33185E+03 1.00000E+04
1.00000E+04 3.26967E+04 7.23087E+03 1.00000E+04
1.00000E+04 4.46612E+04 9.88441E+03 1.00000E+04
1.00000E+04 4.98906E+04 6.77703E+03 1.00000E+04
1.00000E+04 6.78533E+04 3.67429E+03 1.00000E+04
1.00000E+04 1.42779E+04 9.99808E+03 1.00000E+04
1.00000E+04 1.01777E+05 9.44930E+03 1.00000E+04
1.00000E+04 1.04285E+04 1.00036E+04 1.00000E+04
