True Mean Median
6.37044E+00 1.11588E+01 7.49752E+00 6.37044E+00
6.13450E+00 9.40052E+00 7.18348E+00 6.13450E+00
5.91541E+00 8.49699E+00 5.55207E+00 5.91541E+00
5.71143E+00 1.10534E+01 7.52472E+00 5.71143E+00
5.52105E+00 1.31224E+01 1.10316E+01 5.52105E+00
5.34295E+00 1.61944E+01 1.38977E+01 5.34295E+00
5.17598E+00 1.20148E+01 8.16182E+00 5.17598E+00
5.01914E+00 1.52501E+01 1.44738E+01 5.01914E+00
4.87151E+00 1.06628E+01 7.05898E+00 4.87151E+00
4.73233E+00 1.09139E+01 8.34191E+00 4.73233E+00
