True Mean Median
6.37044E+00 1.44168E+01 8.93518E+00 6.37044E+00
6.13450E+00 1.55911E+01 1.54541E+01 6.13450E+00
5.91541E+00 1.39379E+01 8.88450E+00 5.91541E+00
5.71143E+00 1.31055E+01 1.05113E+01 5.71143E+00
5.52105E+00 1.41316E+01 1.22522E+01 5.52105E+00
5.34295E+00 1.23600E+01 8.00318E+00 5.34295E+00
5.17598E+00 1.19415E+01 7.25140E+00 5.17598E+00
5.01914E+00 1.19620E+01 5.93122E+00 5.01914E+00
4.87151E+00 9.96170E+00 5.01116E+00 4.87151E+00
4.73233E+00 1.16799E+01 5.76655E+00 4.73233E+00
