True Mean Median
2.92308E+00 3.11751E+00 2.85578E+00 2.92308E+00
2.85185E+00 3.18704E+00 2.17765E+00 2.85185E+00
2.78571E+00 4.42251E+00 3.81116E+00 2.78571E+00
2.72414E+00 5.70596E+00 4.70210E+00 2.72414E+00
2.66667E+00 5.42039E+00 3.17672E+00 2.66667E+00
2.61290E+00 1.03070E+01 9.52303E+00 2.61290E+00
2.56250E+00 1.13031E+01 7.80442E+00 2.56250E+00
2.51515E+00 1.07708E+01 6.99296E+00 2.51515E+00
2.47059E+00 1.05849E+01 1.03613E+01 2.47059E+00
2.42857E+00 1.30100E+01 1.21436E+01 2.42857E+00
