True Mean Median
2.92308E+00 6.99158E+00 4.64963E+00 2.92308E+00
2.85185E+00 7.99323E+00 5.34996E+00 2.85185E+00
2.78571E+00 9.76851E+00 4.73042E+00 2.78571E+00
2.72414E+00 1.19841E+01 1.04436E+01 2.72414E+00
2.66667E+00 1.36773E+01 1.18282E+01 2.66667E+00
2.61290E+00 1.62427E+01 1.46241E+01 2.61290E+00
2.56250E+00 1.82391E+01 1.90479E+01 2.56250E+00
2.51515E+00 1.65569E+01 1.81328E+01 2.51515E+00
2.47059E+00 1.50060E+01 1.46694E+01 2.47059E+00
2.42857E+00 1.53889E+01 1.44230E+01 2.42857E+00
