True Mean Median
1.50000E-05 4.69057E-05 2.62622E-06 1.50000E-05
1.50000E-05 3.97827E-05 5.77314E-06 1.50000E-05
1.50000E-05 4.03971E-05 1.05665E-05 1.50000E-05
1.50000E-05 3.46159E-05 6.48195E-06 1.50000E-05
1.50000E-05 3.51965E-05 3.10794E-06 1.50000E-05
1.50000E-05 5.27913E-05 5.92881E-06 1.50000E-05
1.50000E-05 7.26330E-05 9.30567E-06 1.50000E-05
1.50000E-05 1.45306E-05 1.73918E-06 1.50000E-05
1.50000E-05 8.79836E-06 2.84057E-06 1.50000E-05
1.50000E-05 8.69397E-06 5.41709E-07 1.50000E-05
