True Mean Median
1.50000E-05 4.96545E-04 3.93736E-04 1.50000E-05
1.50000E-05 5.42121E-04 7.65571E-04 1.50000E-05
1.50000E-05 4.90580E-04 3.74885E-04 1.50000E-05
1.50000E-05 5.51686E-04 8.26755E-04 1.50000E-05
1.50000E-05 4.99841E-04 3.46468E-04 1.50000E-05
1.50000E-05 3.58817E-04 4.39423E-05 1.50000E-05
1.50000E-05 4.28573E-04 7.20290E-05 1.50000E-05
1.50000E-05 4.60127E-04 3.85429E-05 1.50000E-05
1.50000E-05 2.21654E-04 4.95093E-07 1.50000E-05
1.50000E-05 7.25675E-05 3.23114E-06 1.50000E-05
