True Mean Median
1.00000E+04 4.54647E+04 3.58915E+02 1.00000E+04
1.00000E+04 5.15084E+03 1.81856E+02 1.00000E+04
1.00000E+04 2.25207E+04 3.49887E+02 1.00000E+04
1.00000E+04 4.47609E+04 4.43570E+02 1.00000E+04
1.00000E+04 1.01786E+05 1.68236E+02 1.00000E+04
1.00000E+04 5.14322E+04 3.52454E+02 1.00000E+04
1.00000E+04 1.09691E+05 5.92042E+03 1.00000E+04
1.00000E+04 1.17694E+05 5.51686E+03 1.00000E+04
1.00000E+04 1.96112E+05 4.60904E+03 1.00000E+04
1.00000E+04 2.74259E+05 7.01043E+03 1.00000E+04
