True Mean Median
8.96101E-06 2.74796E-04 1.47994E-05 8.96101E-06
1.73488E-05 6.65485E-04 5.98460E-05 1.73488E-05
3.20396E-05 8.46368E-04 3.09983E-05 3.20396E-05
5.67193E-05 8.63963E-04 1.77091E-04 5.67193E-05
9.66582E-05 7.80121E-04 2.73938E-04 9.66582E-05
1.59152E-04 1.29127E-03 4.00117E-04 1.59152E-04
2.54008E-04 1.70647E-03 7.36514E-09 2.54008E-04
3.94074E-04 2.52922E-03 6.82975E-08 3.94074E-04
5.95785E-04 2.12417E-03 1.77957E-07 5.95785E-04
8.79718E-04 2.30518E-03 1.47191E-05 8.79718E-04
