True Mean Median
1.50000E-05 9.42349E-06 4.06721E-06 1.50000E-05
1.50000E-05 1.34436E-05 8.14670E-06 1.50000E-05
1.50000E-05 1.19277E-05 9.05189E-06 1.50000E-05
1.50000E-05 1.53256E-05 1.19927E-05 1.50000E-05
1.50000E-05 1.39583E-05 9.64908E-06 1.50000E-05
1.50000E-05 1.72494E-05 1.24809E-05 1.50000E-05
1.50000E-05 3.91128E-05 4.47984E-06 1.50000E-05
1.50000E-05 1.38133E-05 9.12089E-06 1.50000E-05
1.50000E-05 1.54049E-05 1.25971E-05 1.50000E-05
1.50000E-05 1.43859E-05 1.24540E-05 1.50000E-05
