True Mean Median
1.00000E+04 4.95872E+04 8.29500E+02 1.00000E+04
1.00000E+04 5.20611E+04 1.83515E+03 1.00000E+04
1.00000E+04 4.69925E+04 7.75965E+02 1.00000E+04
1.00000E+04 5.06431E+04 2.04181E+03 1.00000E+04
1.00000E+04 1.05802E+05 7.89350E+03 1.00000E+04
1.00000E+04 7.24301E+04 3.99817E+03 1.00000E+04
1.00000E+04 1.01573E+05 4.41892E+03 1.00000E+04
1.00000E+04 5.94864E+04 8.68900E+03 1.00000E+04
1.00000E+04 6.74738E+04 1.28698E+04 1.00000E+04
1.00000E+04 1.05563E+05 8.75361E+03 1.00000E+04
