True Mean Median
2.92308E+00 2.89893E+00 2.92351E+00 2.92308E+00
2.85185E+00 2.85474E+00 2.85875E+00 2.85185E+00
2.78571E+00 2.84490E+00 2.84374E+00 2.78571E+00
2.72414E+00 2.84898E+00 2.84170E+00 2.72414E+00
2.66667E+00 2.82302E+00 2.85924E+00 2.66667E+00
2.61290E+00 3.13596E+00 3.15428E+00 2.61290E+00
2.56250E+00 6.29427E+00 4.72130E+00 2.56250E+00
2.51515E+00 5.16229E+00 4.81956E+00 2.51515E+00
2.47059E+00 5.61286E+00 5.26519E+00 2.47059E+00
2.42857E+00 7.82133E+00 7.56814E+00 2.42857E+00
