f G/w
1.0000000E+6 3.6549152E-6
8.9779585E+5 3.7929130E-6
8.0603739E+5 3.9461395E-6
7.2365703E+5 3.9575991E-6
6.4969628E+5 4.1199748E-6
5.8329463E+5 4.3272065E-6
5.2367949E+5 4.5326566E-6
4.7015728E+5 4.7865916E-6
4.2210526E+5 5.0283483E-6
3.7896435E+5 5.3182802E-6
3.4023262E+5 5.6047976E-6
3.0545943E+5 5.9274243E-6
2.7424021E+5 6.3070372E-6
2.4621173E+5 6.6931906E-6
2.2104787E+5 7.1500410E-6
1.9845586E+5 7.6309568E-6
1.7817285E+5 8.1631221E-6
1.5996284E+5 8.7385863E-6
1.4361398E+5 9.3621600E-6
1.2893603E+5 1.0046003E-5
1.1575824E+5 1.0827645E-5
1.0392726E+5 1.1670590E-5
9.3305466E+4 1.2565240E-5
8.3769261E+4 1.3542995E-5
7.5207695E+4 1.4617463E-5
6.7521156E+4 1.5762284E-5
6.0620214E+4 1.7028095E-5
5.4424577E+4 1.8336660E-5
4.8862159E+4 1.9854372E-5
4.3868244E+4 2.1381067E-5
3.9384728E+4 2.3007727E-5
3.5359445E+4 2.4720340E-5
3.1745563E+4 2.6480883E-5
2.8501035E+4 2.8337150E-5
2.5588111E+4 3.0154963E-5
2.2972900E+4 3.1900203E-5
2.0624974E+4 3.3676151E-5
1.8517016E+4 3.5389518E-5
1.6624501E+4 3.7127626E-5
1.4925408E+4 3.8435512E-5
1.3399969E+4 3.9721791E-5
1.2030437E+4 4.1104748E-5
1.0800876E+4 4.2078080E-5
9.6969820E+3 4.3302289E-5
8.7059100E+3 4.4242539E-5
7.8161300E+3 4.5226763E-5
7.0172890E+3 4.6304200E-5
6.3000930E+3 4.7474402E-5
5.6561970E+3 4.8750302E-5
5.0781110E+3 5.0522765E-5
4.5591070E+3 5.2036607E-5
4.0931470E+3 5.4670237E-5
3.6748100E+3 5.7880899E-5
3.2992300E+3 6.1364421E-5
2.9620350E+3 6.5598893E-5
2.6593020E+3 6.9786160E-5
2.3875110E+3 7.5361995E-5
2.1434970E+3 8.2162103E-5
1.9244230E+3 8.9300631E-5
1.7277390E+3 9.8110473E-5
1.5511570E+3 1.0685296E-4
1.3926220E+3 1.1713939E-4
1.2502900E+3 1.2844241E-4
1.1225050E+3 1.4239092E-4
1.0077810E+3 1.5606928E-4
9.0478100E+2 1.7345737E-4
8.1230900E+2 1.9208020E-4
7.2928800E+2 2.1274402E-4
6.5475100E+2 2.3499064E-4
5.8783300E+2 2.6296579E-4
5.2775400E+2 2.9255744E-4
4.7381500E+2 3.1997560E-4
4.2539000E+2 3.5341435E-4
3.8191300E+2 3.9574734E-4
3.4288000E+2 4.4314801E-4
3.0783600E+2 4.9367521E-4
2.7637400E+2 5.4896649E-4
2.4812700E+2 6.0328413E-4
2.2276800E+2 6.6814845E-4
2.0000000E+2 7.3838862E-4
