f G/w
1.0000000E+6 4.2100095E-6
8.9779585E+5 4.3622856E-6
8.0603739E+5 4.5347751E-6
7.2365703E+5 4.6811803E-6
6.4969628E+5 4.7327335E-6
5.8329463E+5 4.9530408E-6
5.2367949E+5 5.1989427E-6
4.7015728E+5 5.4725606E-6
4.2210526E+5 5.7482832E-6
3.7896435E+5 6.0646477E-6
3.4023262E+5 6.3998560E-6
3.0545943E+5 6.7744572E-6
2.7424021E+5 7.1682319E-6
2.4621173E+5 7.6174450E-6
2.2104787E+5 8.0975285E-6
1.9845586E+5 8.6151124E-6
1.7817285E+5 9.2130879E-6
1.5996284E+5 9.8248819E-6
1.4361398E+5 1.0498657E-5
1.2893603E+5 1.1265873E-5
1.1575824E+5 1.2107306E-5
1.0392726E+5 1.3048293E-5
9.3305466E+4 1.4040654E-5
8.3769261E+4 1.5118181E-5
7.5207695E+4 1.6361645E-5
6.7521156E+4 1.7672413E-5
6.0620214E+4 1.9115161E-5
5.4424577E+4 2.0760079E-5
4.8862159E+4 2.2535886E-5
4.3868244E+4 2.4511961E-5
3.9384728E+4 2.6542886E-5
3.5359445E+4 2.8961000E-5
3.1745563E+4 3.1550163E-5
2.8501035E+4 3.4361899E-5
2.5588111E+4 3.7309350E-5
2.2972900E+4 4.0687427E-5
2.0624974E+4 4.4199623E-5
1.8517016E+4 4.8161362E-5
1.6624501E+4 5.2238219E-5
1.4925408E+4 5.6704196E-5
1.3399969E+4 6.1639711E-5
1.2030437E+4 6.6779439E-5
1.0800876E+4 7.2605163E-5
9.6969820E+3 7.8586757E-5
8.7059100E+3 8.4942776E-5
7.8161300E+3 9.2036670E-5
7.0172890E+3 9.9707505E-5
6.3000930E+3 1.0809559E-4
5.6561970E+3 1.1721267E-4
5.0781110E+3 1.2714597E-4
4.5591070E+3 1.3821595E-4
4.0931470E+3 1.5020870E-4
3.6748100E+3 1.6379704E-4
3.2992300E+3 1.7892019E-4
2.9620350E+3 1.9579737E-4
2.6593020E+3 2.1471252E-4
2.3875110E+3 2.3541920E-4
2.1434970E+3 2.5960672E-4
1.9244230E+3 2.8558048E-4
1.7277390E+3 3.1525650E-4
1.5511570E+3 3.4773950E-4
1.3926220E+3 3.8424092E-4
1.2502900E+3 4.2405833E-4
1.1225050E+3 4.6872289E-4
1.0077810E+3 5.1765857E-4
9.0478100E+2 5.7145722E-4
8.1230900E+2 6.3368027E-4
7.2928800E+2 7.0281841E-4
6.5475100E+2 7.7749612E-4
5.8783300E+2 8.5829788E-4
5.2775400E+2 9.4738409E-4
4.7381500E+2 1.0469499E-3
4.2539000E+2 1.1571795E-3
3.8191300E+2 1.2774770E-3
3.4288000E+2 1.4076298E-3
3.0783600E+2 1.5521687E-3
2.7637400E+2 1.7142442E-3
2.4812700E+2 1.8905716E-3
2.2276800E+2 2.0829946E-3
2.0000000E+2 2.2840663E-3
