T nFsrh nFBsrh dnsrh nF nFB dn
290 1.145376734E+00 1.128113126E+00 1.726360800E-02 1.144998730E+00 1.128040254E+00 1.695847600E-02
295 1.137651868E+00 1.133312241E+00 4.339627000E-03 1.137571633E+00 1.133211819E+00 4.359814000E-03
300 1.118225443E+00 1.138096968E+00 -1.987152500E-02 1.118144151E+00 1.137968688E+00 -1.982453700E-02
305 1.101335901E+00 1.141922671E+00 -4.058677000E-02 1.101252058E+00 1.141761465E+00 -4.050940700E-02
310 1.074840380E+00 1.143479022E+00 -6.863864200E-02 1.074774179E+00 1.143046216E+00 -6.827203700E-02
315 1.041446585E+00 1.113204663E+00 -7.175807800E-02 1.041401475E+00 1.112954154E+00 -7.155267900E-02
320 1.008175815E+00 1.088221807E+00 -8.004599200E-02 1.008026805E+00 1.088106802E+00 -8.007999700E-02
325 1.007232045E+00 1.051829900E+00 -4.459785500E-02 1.007192944E+00 1.051750904E+00 -4.455796000E-02
330 1.008064179E+00 1.010566922E+00 -2.502743000E-03 1.008013012E+00 1.010460008E+00 -2.446996000E-03
335 1.010104172E+00 1.009278411E+00 8.257610000E-04 1.010039538E+00 1.009145808E+00 8.937300000E-04
340 1.017142405E+00 1.011623845E+00 5.518560000E-03 1.017036522E+00 1.011456962E+00 5.579560000E-03
