T nFsrh nFBsrh dnsrh nF nFB dn
290 1.149731668E+00 1.129449328E+00 2.028234000E-02 1.149729221E+00 1.129446951E+00 2.028227000E-02
295 1.153714902E+00 1.135070160E+00 1.864474200E-02 1.153711412E+00 1.135066760E+00 1.864465200E-02
300 1.154365530E+00 1.140187832E+00 1.417769800E-02 1.154348096E+00 1.140183281E+00 1.416481500E-02
305 1.131725866E+00 1.144439835E+00 -1.271396900E-02 1.131709721E+00 1.144433725E+00 -1.272400400E-02
310 1.112877900E+00 1.146819368E+00 -3.394146800E-02 1.112874298E+00 1.146811069E+00 -3.393677100E-02
315 1.093791292E+00 1.126464833E+00 -3.267354100E-02 1.093776265E+00 1.126444742E+00 -3.266847700E-02
320 1.067375215E+00 1.099658974E+00 -3.228375900E-02 1.067367232E+00 1.099652825E+00 -3.228559300E-02
325 1.011943956E+00 1.073652604E+00 -6.170864800E-02 1.011939081E+00 1.073647982E+00 -6.170890100E-02
330 1.010905287E+00 1.039984187E+00 -2.907890000E-02 1.010901027E+00 1.039959076E+00 -2.905804900E-02
335 1.010861064E+00 1.012378977E+00 -1.517913000E-03 1.010857323E+00 1.012370497E+00 -1.513174000E-03
340 1.012864406E+00 1.012416491E+00 4.479150000E-04 1.012860481E+00 1.012408889E+00 4.515920000E-04
