T nFsrh nFBsrh dnsrh nF nFB dn
290 1.148006629E+00 1.152557850E+0 -4.551221000E-03 1.148006629E+00 1.152557850E+0 -4.551221000E-03
295 1.148232147E+00 1.149818444E+0 -1.586297000E-03 1.148232147E+00 1.149818444E+0 -1.586297000E-03
300 1.135630691E+00 1.140864229E+0 -5.233538000E-03 1.135630691E+00 1.140864229E+0 -5.233538000E-03
305 1.116178931E+00 1.122097929E+0 -5.918998000E-03 1.116178931E+00 1.122097929E+0 -5.918998000E-03
310 1.095797512E+00 1.093379057E+0 2.418455000E-03 1.095797512E+00 1.093379057E+0 2.418455000E-03
315 1.077601948E+00 1.061677361E+0 1.592458700E-02 1.077601948E+00 1.061677361E+0 1.592458700E-02
320 1.019116917E+00 1.035950833E+0 -1.683391600E-02 1.019116917E+00 1.035950833E+0 -1.683391600E-02
325 1.008694303E+00 1.019382035E+0 -1.068773200E-02 1.008694303E+00 1.019382035E+0 -1.068773200E-02
330 1.008197138E+00 1.010084646E+0 -1.887508000E-03 1.008197138E+00 1.010084646E+0 -1.887508000E-03
335 1.009400398E+00 1.005201788E+0 4.198610000E-03 1.009400398E+00 1.005201788E+0 4.198610000E-03
340 1.011875603E+00 1.002697704E+0 9.177899000E-03 1.011875603E+00 1.002697704E+0 9.177899000E-03
