fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
UDT0 8:21 301.4 38.47 1.000E+000 1.675E+000 1.043E-010 7.030E+002 3.022E+000 7.510E-006 1.245E-003 
UDT1 8:24 301.5 38.46 1.000E+000 1.731E+000 1.101E-010 7.035E+002 3.048E+000 7.818E-006 1.713E-003 
UDT2 8:26 301.6 38.44 1.000E+000 1.611E+000 1.016E-010 7.040E+002 2.916E+000 6.516E-006 9.917E-004 
UDT3 8:30 301.6 38.44 1.000E+000 1.579E+000 1.010E-010 7.040E+002 2.944E+000 6.873E-006 9.678E-004 
UDT4 8:33 301.7 38.43 1.000E+000 1.571E+000 1.005E-010 7.044E+002 2.884E+000 6.247E-006 1.104E-003 
UDT5 8:35 301.8 38.42 1.000E+000 1.620E+000 1.061E-010 7.049E+002 2.921E+000 6.645E-006 1.113E-003 
UDT6 8:38 301.9 38.4 1.000E+000 1.826E+000 1.180E-010 7.054E+002 2.973E+000 7.091E-006 9.691E-004 
UDT7 8:41 301.9 38.4 1.000E+000 1.760E+000 1.158E-010 7.054E+002 2.989E+000 7.381E-006 9.878E-004 
UDT8 8:44 301.9 38.4 1.000E+000 1.665E+000 1.119E-010 7.054E+002 2.979E+000 7.294E-006 9.153E-004 
UDT9 8:47 302 38.39 1.000E+000 1.650E+000 1.089E-010 7.059E+002 2.909E+000 6.578E-006 9.900E-004 
