N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 5.623E+16 325 3.800E-4 3.666991E+1 1.639510E+1 5.550430E-1 8.055200E+1
1.468000E+10 5.623E+16 325 3.800E-4 3.651131E+1 1.630950E+1 5.546150E-1 8.054170E+1
2.154000E+10 5.623E+16 325 3.800E-4 3.629797E+1 1.619450E+1 5.540380E-1 8.052770E+1
3.162000E+10 5.623E+16 325 3.800E-4 3.601976E+1 1.604470E+1 5.532810E-1 8.050920E+1
4.642000E+10 5.623E+16 325 3.800E-4 3.567028E+1 1.585680E+1 5.523200E-1 8.048550E+1
6.813000E+10 5.623E+16 325 3.800E-4 3.524924E+1 1.563040E+1 5.511410E-1 8.045590E+1
1.000000E+11 5.623E+16 325 3.800E-4 3.476288E+1 1.536870E+1 5.497260E-1 8.042180E+1
1.468000E+11 5.623E+16 325 3.800E-4 3.422142E+1 1.507650E+1 5.480310E-1 8.038900E+1
2.154000E+11 5.623E+16 325 3.800E-4 3.363467E+1 1.475830E+1 5.461210E-1 8.034550E+1
3.162000E+11 5.623E+16 325 3.800E-4 3.300863E+1 1.441120E+1 5.439890E-1 8.025690E+1
4.642000E+11 5.623E+16 325 3.800E-4 3.234503E+1 1.404880E+1 5.416170E-1 8.019360E+1
6.813000E+11 5.623E+16 325 3.800E-4 3.164299E+1 1.366460E+1 5.389310E-1 8.012870E+1
1.000000E+12 5.623E+16 325 3.800E-4 3.090094E+1 1.325770E+1 5.359060E-1 8.005880E+1
1.468000E+12 5.623E+16 325 3.800E-4 3.011766E+1 1.282240E+1 5.326250E-1 7.993320E+1
2.154000E+12 5.623E+16 325 3.800E-4 2.929253E+1 1.237190E+1 5.290210E-1 7.983770E+1
3.162000E+12 5.623E+16 325 3.800E-4 2.842570E+1 1.190060E+1 5.250380E-1 7.973860E+1
4.642000E+12 5.623E+16 325 3.800E-4 2.751818E+1 1.140500E+1 5.208240E-1 7.957660E+1
6.813000E+12 5.623E+16 325 3.800E-4 2.657192E+1 1.089890E+1 5.161980E-1 7.945900E+1
1.000000E+13 5.623E+16 325 3.800E-4 2.558989E+1 1.037330E+1 5.113580E-1 7.927240E+1
1.468000E+13 5.623E+16 325 3.800E-4 2.457610E+1 9.842900E+0 5.061500E-1 7.912840E+1
2.154000E+13 5.623E+16 325 3.800E-4 2.353557E+1 9.300400E+0 5.007590E-1 7.891260E+1
3.162000E+13 5.623E+16 325 3.800E-4 2.247427E+1 8.760100E+0 4.950080E-1 7.874280E+1
4.642000E+13 5.623E+16 325 3.800E-4 2.139899E+1 8.215900E+0 4.891100E-1 7.849790E+1
6.813000E+13 5.623E+16 325 3.800E-4 2.031724E+1 7.681700E+0 4.829220E-1 7.829180E+1
1.000000E+14 5.623E+16 325 3.800E-4 1.923704E+1 7.152600E+0 4.765390E-1 7.802360E+1
