N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -9.959900000E-05 1.012260000E-04 8.040500000E-05 6.613300000E-05
1.600000000E+01 8.292280000E-04 7.883540000E-04 7.616660000E-04 7.410350000E-04
1.700000000E+01 2.569803000E-03 2.503064000E-03 2.642511000E-03 2.469265000E-03
1.549996187E+01 3.938220000E-04 3.642350000E-04 3.435860000E-04 3.290160000E-04
1.649996187E+01 1.490543000E-03 1.451072000E-03 1.422363000E-03 1.402427000E-03
1.674996808E+01 1.979329000E-03 1.915889000E-03 1.884330000E-03 1.861635000E-03
1.624993176E+01 1.121315000E-03 1.079018000E-03 1.051766000E-03 1.032936000E-03
1.574996808E+01 5.949180000E-04 5.577600000E-04 5.322350000E-04 5.138610000E-04
1.524993176E+01 1.921430000E-04 1.648250000E-04 1.498740000E-04 1.382450000E-04
