N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 5.879270000E-04 4.440700000E-04 3.512210000E-04 2.873740000E-04
1.600000000E+01 3.730015000E-03 3.579505000E-03 3.484691000E-03 3.412613000E-03
1.700000000E+01 1.233221500E-02 1.316834200E-02 1.239682100E-02 1.240779600E-02
1.549996187E+01 1.774048000E-03 1.643209000E-03 1.548348000E-03 1.477568000E-03
1.649996187E+01 6.838626000E-03 6.769674000E-03 6.729126000E-03 6.713918000E-03
1.674996808E+01 9.386831000E-03 9.181930000E-03 9.167739000E-03 9.161542000E-03
1.624993176E+01 5.076624000E-03 4.948247000E-03 4.875740000E-03 4.834303000E-03
1.574996808E+01 2.673120000E-03 2.521873000E-03 2.416736000E-03 2.338748000E-03
1.524993176E+01 9.231790000E-04 7.293390000E-04 6.490290000E-04 5.809240000E-04
