fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 8:36 300.8 38.54 1.000E+000 2.696E+000 7.032E-011 7.001E+002 2.765E+000 4.671E-006 1.750E-004 1.105E-001 1.743E-004 4.989E-006 2.590E-001 5.650E-002 8.815E-005 2.475E-003 
00L2 8:54 303.4 38.21 1.000E+000 2.779E+000 1.161E-010 7.126E+002 2.797E+000 5.736E-006 1.743E-004 1.100E-001 1.736E-004 4.972E-006 2.604E-001 5.630E-002 8.815E-005 7.879E-003 
00L3 9:15 306.3 37.85 1.000E+000 2.900E+000 1.818E-010 7.263E+002 2.751E+000 6.306E-006 1.764E-004 1.115E-001 1.757E-004 5.131E-006 2.620E-001 5.730E-002 8.938E-005 3.791E-002 
00L4 9:33 309 37.52 1.000E+000 3.348E+000 2.729E-010 7.387E+002 2.704E+000 6.722E-006 1.780E-004 1.127E-001 1.771E-004 5.260E-006 2.635E-001 5.810E-002 9.038E-005 3.505E-003 
00L5 9:54 311.6 37.21 1.000E+000 3.448E+000 4.038E-010 7.504E+002 2.655E+000 7.194E-006 1.758E-004 1.115E-001 1.749E-004 5.160E-006 2.646E-001 5.770E-002 8.928E-005 3.161E-003 
00L6 10:13 315.2 36.78 1.000E+000 4.074E+000 6.233E-010 7.659E+002 2.650E+000 8.812E-006 1.772E-004 1.109E-001 1.761E-004 5.218E-006 2.670E-001 5.770E-002 9.027E-005 1.725E-003 
00L7 10:34 317.3 36.54 1.000E+000 4.351E+000 9.857E-010 7.744E+002 2.676E+000 1.018E-005 1.786E-004 1.105E-001 1.775E-004 5.267E-006 2.684E-001 5.760E-002 9.129E-005 1.910E-002 
00L8 10:55 319.9 36.24 1.000E+000 5.362E+000 1.432E-009 7.845E+002 2.624E+000 1.083E-005 1.745E-004 1.077E-001 1.732E-004 5.025E-006 2.693E-001 5.620E-002 8.925E-005 2.655E-003 
00L9 11:19 323 35.9 1.000E+000 4.360E+000 2.367E-009 7.957E+002 2.645E+000 1.314E-005 1.805E-004 1.084E-001 1.793E-004 5.290E-006 2.721E-001 5.690E-002 9.280E-005 3.893E-003 
0L10 11:39 326 35.57 1.000E+000 4.861E+000 3.490E-009 8.055E+002 2.610E+000 1.461E-005 1.763E-004 1.047E-001 1.751E-004 5.002E-006 2.730E-001 5.500E-002 9.078E-005 4.294E-003 
0L11 12:1 329.7 35.17 1.000E+000 4.109E+000 5.574E-009 8.161E+002 2.540E+000 1.605E-005 1.764E-004 1.027E-001 1.754E-004 4.954E-006 2.752E-001 5.420E-002 9.124E-005 7.114E-003 
0L12 12:19 333 34.82 1.000E+000 4.451E+000 9.021E-009 8.239E+002 2.569E+000 1.965E-005 1.785E-004 1.001E-001 1.773E-004 4.914E-006 2.768E-001 5.300E-002 9.253E-005 8.183E-003 
0L13 12:39 335.7 34.54 1.000E+000 4.513E+000 1.275E-008 8.291E+002 2.564E+000 2.251E-005 1.822E-004 9.879E-002 1.809E-004 4.980E-006 2.786E-001 5.240E-002 9.486E-005 3.760E-003 
0L14 13:0 338.1 34.29 1.000E+000 4.620E+000 1.804E-008 8.327E+002 2.582E+000 2.552E-005 1.781E-004 9.455E-002 1.768E-004 4.653E-006 2.784E-001 5.010E-002 9.270E-005 6.724E-004 
0L15 13:21 340.4 34.06 1.000E+000 5.654E+000 2.434E-008 8.352E+002 2.570E+000 2.804E-005 1.799E-004 9.294E-002 1.783E-004 4.629E-006 2.793E-001 4.940E-002 9.352E-005 1.310E-003 
