N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.154805234E+00 1.144602117E+00 1.134499427E+00 1.123698458E+00
1.600000000E+01 1.253254980E+00 1.250314221E+00 1.247834814E+00 1.244533621E+00
1.700000000E+01 1.319082919E+00 1.314615083E+00 1.310466706E+00 1.308615897E+00
1.549996187E+01 1.226597343E+00 1.222247448E+00 1.219920119E+00 1.217049221E+00
1.649996187E+01 1.281452502E+00 1.277514296E+00 1.275029248E+00 1.272678347E+00
1.674996808E+01 1.299026866E+00 1.293586940E+00 1.291266964E+00 1.289074949E+00
1.624993176E+01 1.266186209E+00 1.263234703E+00 1.260632860E+00 1.258479284E+00
1.574996808E+01 1.240663606E+00 1.237680505E+00 1.234250982E+00 1.232196156E+00
1.524993176E+01 1.204785488E+00 1.199551804E+00 1.195091295E+00 1.190680647E+00
