d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.192532278E+00 1.070300506E+00 1.222317720E-01 1.192528486E+00 1.070284726E+00 1.222437600E-01 3.792000000E-06 1.578000000E-05
150 1.549996187E+01 1.243222521E+00 1.091265420E+00 1.519571010E-01 1.243202728E+00 1.091229908E+00 1.519728200E-01 1.979300000E-05 3.551200000E-05
150 1.600000000E+01 1.272518497E+00 1.097034767E+00 1.754837300E-01 1.272439355E+00 1.096969555E+00 1.754698000E-01 7.914200000E-05 6.521200000E-05
150 1.649996187E+01 1.306979736E+00 1.103947892E+00 2.030318440E-01 1.306659625E+00 1.103835393E+00 2.028242320E-01 3.201110000E-04 1.124990000E-04
150 1.700000000E+01 1.351957169E+00 1.111973488E+00 2.399836810E-01 1.350700574E+00 1.111806584E+00 2.388939900E-01 1.256595000E-03 1.669040000E-04
180 1.500000000E+01 1.193527057E+00 1.067759466E+00 1.257675910E-01 1.193523019E+00 1.067743523E+00 1.257794960E-01 4.038000000E-06 1.594300000E-05
180 1.549996187E+01 1.242112760E+00 1.089279243E+00 1.528335170E-01 1.242093650E+00 1.089245271E+00 1.528483790E-01 1.911000000E-05 3.397200000E-05
180 1.600000000E+01 1.272440260E+00 1.096977288E+00 1.754629720E-01 1.272363613E+00 1.096913204E+00 1.754504090E-01 7.664700000E-05 6.408400000E-05
180 1.649996187E+01 1.306453686E+00 1.103747758E+00 2.027059280E-01 1.306139560E+00 1.103635758E+00 2.025038020E-01 3.141260000E-04 1.120000000E-04
180 1.700000000E+01 1.351812570E+00 1.112152136E+00 2.396604340E-01 1.350569297E+00 1.111973759E+00 2.385955380E-01 1.243273000E-03 1.783770000E-04
210 1.500000000E+01 1.193337244E+00 1.065041676E+00 1.282955680E-01 1.193332982E+00 1.065025320E+00 1.283076620E-01 4.262000000E-06 1.635600000E-05
210 1.549996187E+01 1.242855156E+00 1.089203188E+00 1.536519680E-01 1.242836420E+00 1.089169720E+00 1.536667000E-01 1.873600000E-05 3.346800000E-05
210 1.600000000E+01 1.272200375E+00 1.096660378E+00 1.755399970E-01 1.272125199E+00 1.096597030E+00 1.755281690E-01 7.517600000E-05 6.334800000E-05
210 1.649996187E+01 1.306785215E+00 1.103982917E+00 2.028022980E-01 1.306474755E+00 1.103870821E+00 2.026039340E-01 3.104600000E-04 1.120960000E-04
210 1.700000000E+01 1.350481638E+00 1.111608300E+00 2.388733380E-01 1.349234767E+00 1.111484979E+00 2.377497880E-01 1.246871000E-03 1.233210000E-04
240 1.500000000E+01 1.191514128E+00 1.201310054E+00 -9.795926000E-03 1.191509678E+00 1.201300458E+00 -9.790780000E-03 4.450000000E-06 9.596000000E-06
240 1.549996187E+01 1.242713753E+00 1.220574823E+00 2.213893000E-02 1.242695204E+00 1.220549880E+00 2.214532400E-02 1.854900000E-05 2.494300000E-05
240 1.600000000E+01 1.271825578E+00 1.242537918E+00 2.928766000E-02 1.271751042E+00 1.242477722E+00 2.927332000E-02 7.453600000E-05 6.019600000E-05
240 1.649996187E+01 1.306978094E+00 1.256610604E+00 5.036749000E-02 1.306669727E+00 1.256478437E+00 5.019129000E-02 3.083670000E-04 1.321670000E-04
240 1.700000000E+01 1.351268001E+00 1.287254118E+00 6.401388300E-02 1.350021952E+00 1.286997778E+00 6.302417400E-02 1.246049000E-03 2.563400000E-04
