d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.027661811E+00 1.019541200E+00 8.120611000E-03 1.027651672E+00 1.019531683E+00 8.119989000E-03 1.013900000E-05 9.517000000E-06
150 1.524993176E+01 1.018072101E+00 1.128038197E+00 -1.099660960E-01 1.018062608E+00 1.128025295E+00 -1.099626870E-01 9.493000000E-06 1.290200000E-05
150 1.549996187E+01 1.132351364E+00 1.211049983E+00 -7.869861900E-02 1.132348737E+00 1.211020318E+00 -7.867158100E-02 2.627000000E-06 2.966500000E-05
150 1.574996808E+01 1.231852720E+00 1.238446606E+00 -6.593886000E-03 1.231827375E+00 1.238403308E+00 -6.575933000E-03 2.534500000E-05 4.329800000E-05
150 1.600000000E+01 1.274849687E+00 1.253792027E+00 2.105766000E-02 1.274796427E+00 1.253732027E+00 2.106440000E-02 5.326000000E-05 6.000000000E-05
150 1.624993176E+01 1.299611404E+00 1.264518075E+00 3.509332900E-02 1.299513120E+00 1.264435826E+00 3.507729400E-02 9.828400000E-05 8.224900000E-05
150 1.649996187E+01 1.319433050E+00 1.273618234E+00 4.581481600E-02 1.319250601E+00 1.273505804E+00 4.574479700E-02 1.824490000E-04 1.124300000E-04
150 1.674996808E+01 1.341323831E+00 1.285768737E+00 5.555509400E-02 1.340972082E+00 1.285616215E+00 5.535586700E-02 3.517490000E-04 1.525220000E-04
150 1.700000000E+01 1.363582728E+00 1.303509292E+00 6.007343600E-02 1.362883518E+00 1.303305975E+00 5.957754300E-02 6.992100000E-04 2.033170000E-04
180 1.500000000E+01 1.026364964E+00 1.018667491E+00 7.697473000E-03 1.026356287E+00 1.018659287E+00 7.697000000E-03 8.677000000E-06 8.204000000E-06
180 1.524993176E+01 1.017749717E+00 1.125950019E+00 -1.082003020E-01 1.017740968E+00 1.125931852E+00 -1.081908840E-01 8.749000000E-06 1.816700000E-05
180 1.549996187E+01 1.132484501E+00 1.208584389E+00 -7.609988800E-02 1.132476526E+00 1.208552977E+00 -7.607645100E-02 7.975000000E-06 3.141200000E-05
180 1.574996808E+01 1.229720800E+00 1.236811581E+00 -7.090781000E-03 1.229693456E+00 1.236768480E+00 -7.075024000E-03 2.734400000E-05 4.310100000E-05
180 1.600000000E+01 1.274560220E+00 1.253047403E+00 2.151281700E-02 1.274507190E+00 1.252988349E+00 2.151884100E-02 5.303000000E-05 5.905400000E-05
180 1.624993176E+01 1.299650740E+00 1.264161570E+00 3.548917000E-02 1.299554478E+00 1.264080276E+00 3.547420200E-02 9.626200000E-05 8.129400000E-05
180 1.649996187E+01 1.320229654E+00 1.273478097E+00 4.675155700E-02 1.320050777E+00 1.273366032E+00 4.668474500E-02 1.788770000E-04 1.120650000E-04
180 1.674996808E+01 1.340353241E+00 1.285895436E+00 5.445780500E-02 1.340008442E+00 1.285743493E+00 5.426494900E-02 3.447990000E-04 1.519430000E-04
180 1.700000000E+01 1.363425132E+00 1.303854644E+00 5.957048800E-02 1.362735923E+00 1.303639867E+00 5.909605600E-02 6.892090000E-04 2.147770000E-04
210 1.500000000E+01 1.026012493E+00 1.018289849E+00 7.722644000E-03 1.026004526E+00 1.018282406E+00 7.722120000E-03 7.967000000E-06 7.443000000E-06
210 1.524993176E+01 1.017700381E+00 1.121954843E+00 -1.042544620E-01 1.017691982E+00 1.121931574E+00 -1.042395920E-01 8.399000000E-06 2.326900000E-05
210 1.549996187E+01 1.131641268E+00 1.206379280E+00 -7.473801200E-02 1.131629154E+00 1.206345787E+00 -7.471663300E-02 1.211400000E-05 3.349300000E-05
210 1.574996808E+01 1.230358187E+00 1.236083871E+00 -5.725684000E-03 1.230328886E+00 1.236040144E+00 -5.711258000E-03 2.930100000E-05 4.372700000E-05
210 1.600000000E+01 1.272522905E+00 1.252383074E+00 2.013983100E-02 1.272469602E+00 1.252324030E+00 2.014557200E-02 5.330300000E-05 5.904400000E-05
210 1.624993176E+01 1.299435267E+00 1.263885784E+00 3.554948300E-02 1.299339907E+00 1.263804711E+00 3.553519600E-02 9.536000000E-05 8.107300000E-05
210 1.649996187E+01 1.320144958E+00 1.273196107E+00 4.694885100E-02 1.319968532E+00 1.273084471E+00 4.688406100E-02 1.764260000E-04 1.116360000E-04
210 1.674996808E+01 1.340869286E+00 1.285643318E+00 5.522596800E-02 1.340527653E+00 1.285491262E+00 5.503639100E-02 3.416330000E-04 1.520560000E-04
210 1.700000000E+01 1.362853358E+00 1.303868514E+00 5.898484400E-02 1.362169284E+00 1.303606183E+00 5.856310100E-02 6.840740000E-04 2.623310000E-04
240 1.500000000E+01 1.026105356E+00 1.018211379E+00 7.893977000E-03 1.026097776E+00 1.018204421E+00 7.893355000E-03 7.580000000E-06 6.958000000E-06
240 1.524993176E+01 1.017765385E+00 1.116699535E+00 -9.893415000E-02 1.017757204E+00 1.116671628E+00 -9.891442400E-02 8.181000000E-06 2.790700000E-05
240 1.549996187E+01 1.129290316E+00 1.203852367E+00 -7.456205100E-02 1.129274839E+00 1.203816733E+00 -7.454189400E-02 1.547700000E-05 3.563400000E-05
240 1.574996808E+01 1.229999292E+00 1.235292809E+00 -5.293517000E-03 1.229968408E+00 1.235248327E+00 -5.279919000E-03 3.088400000E-05 4.448200000E-05
240 1.600000000E+01 1.273363308E+00 1.252324070E+00 2.103923800E-02 1.273309403E+00 1.252264623E+00 2.104478000E-02 5.390500000E-05 5.944700000E-05
240 1.624993176E+01 1.298944751E+00 1.263752327E+00 3.519242400E-02 1.298849496E+00 1.263670910E+00 3.517858600E-02 9.525500000E-05 8.141700000E-05
240 1.649996187E+01 1.319995708E+00 1.273071104E+00 4.692460400E-02 1.319820104E+00 1.272959233E+00 4.686087100E-02 1.756040000E-04 1.118710000E-04
240 1.674996808E+01 1.340744113E+00 1.285411824E+00 5.533228900E-02 1.340404544E+00 1.285290585E+00 5.511395900E-02 3.395690000E-04 1.212390000E-04
240 1.700000000E+01 1.363198346E+00 1.303703113E+00 5.949523300E-02 1.362514249E+00 1.303446734E+00 5.906751500E-02 6.840970000E-04 2.563790000E-04
