T d154 d184 d214 d244
d 150 180 210 240
290 1.223696666E+00 1.222985538E+00 1.222182163E+00 1.221895377E+00
295 1.223350348E+00 1.222751586E+00 1.222192303E+00 1.221753201E+00
300 1.224237219E+00 1.223588730E+00 1.223092469E+00 1.222650112E+00
305 1.225709443E+00 1.225044894E+00 1.224552671E+00 1.224157143E+00
310 1.227605613E+00 1.226689203E+00 1.226376943E+00 1.226098926E+00
315 1.229421078E+00 1.228456244E+00 1.228036516E+00 1.227765388E+00
320 1.231495153E+00 1.229990023E+00 1.229867700E+00 1.229534671E+00
325 1.233107278E+00 1.231823491E+00 1.231105827E+00 1.230643946E+00
330 1.233641656E+00 1.231996909E+00 1.230984569E+00 1.230338929E+00
335 1.232504717E+00 1.230133255E+00 1.228953914E+00 1.227910551E+00
340 1.228146863E+00 1.224158470E+00 1.222377310E+00 1.220653054E+00
