V d43s d43b V1 d51a d51b d51c d51d d73a d73b d73c d82a d82b d53a d53b d53c
-1.200000e+00 1.063797e+18 6.416179e+17 -1.200000e+00 8.702662e+18 1.731911e+16 5.287726e+19 5.234459e+18 1.531825e+18 3.675158e+18 1.528789e+18 4.018301e+18 7.794313e+17 4.514646e+17 1.047988e+18 5.281456e+17
-1.100000e+00 4.180318e+18 5.863302e+17 -1.000000e+00 2.947192e+19 8.496103e+15 2.222722e+19 9.139065e+17 1.203870e+18 2.344698e+18 1.278619e+18 2.695373e+18 8.712568e+17 3.558831e+17 9.864532e+17 4.305338e+17
-1.000000e+00 2.155532e+18 5.499696e+17 -8.000000e-01 3.037165e+19 3.774851e+15 4.881646e+18 6.677926e+16 8.666898e+17 1.477080e+18 1.152470e+18 2.561630e+18 1.238312e+18 2.835908e+17 7.938717e+17 3.604630e+17
-9.000000e-01 4.115653e+17 5.059920e+17 -6.000000e-01 1.033436e+19 1.944599e+17 5.350131e+18 1.228639e+19 6.324620e+17 1.164217e+18 1.077320e+18 1.885472e+18 1.343336e+18 2.039407e+17 4.936301e+17 2.778561e+17
-8.000000e-01 6.468841e+17 4.661724e+17 -4.000000e-01 7.426519e+15 1.966075e+16 3.656807e+18 3.107983e+19 4.562811e+17 9.328022e+17 6.512956e+17 1.247661e+18 2.277341e+18 1.477401e+17 3.985910e+17 2.093331e+17
-7.000000e-01 6.303580e+16 4.210698e+17 -2.000000e-01 6.913909e+17 2.220016e+18 3.880492e+18 1.477402e+11 2.974361e+17 4.305999e+17 3.253898e+17 8.644478e+17 2.419209e+18 1.014469e+17 3.157253e+17 1.490681e+17
-6.000000e-01 6.067843e+15 3.792787e+17 0.000000e+00 5.294083e+17 1.905342e+17 4.219988e+18 2.099623e+13 1.640044e+17 2.115842e+17 2.623839e+17 4.782176e+17 1.407942e+18 6.039330e+16 1.823470e+17 1.099030e+17
-5.000000e-01 3.174440e+16 3.379361e+17 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
-4.000000e-01 5.297423e+16 2.982938e+17 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
-3.000000e-01 4.631037e+16 2.588031e+17 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
-2.000000e-01 9.816101e+16 2.164755e+17 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
-1.000000e-01 1.904210e+17 1.757517e+17 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.000000e+00 1.199021e+17 1.327002e+17 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
