Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.179407327E+00 1.168914409E+00 1.049291800E-02 1.164787773E+00 1.153663128E+00 1.112464500E-02
1.468000E+10 1.179465908E+00 1.168981145E+00 1.048476300E-02 1.169563827E+00 1.158263829E+00 1.129999800E-02
2.154000E+10 1.179551865E+00 1.169079475E+00 1.047239000E-02 1.172851129E+00 1.161613043E+00 1.123808600E-02
3.162000E+10 1.179676416E+00 1.169221935E+00 1.045448100E-02 1.175048770E+00 1.164050772E+00 1.099799800E-02
4.642000E+10 1.179856041E+00 1.169427598E+00 1.042844300E-02 1.176670633E+00 1.165859386E+00 1.081124700E-02
6.813000E+10 1.180114798E+00 1.169725415E+00 1.038938300E-02 1.177926324E+00 1.167268012E+00 1.065831200E-02
1.000000E+11 1.180481614E+00 1.170150272E+00 1.033134200E-02 1.178979087E+00 1.168458883E+00 1.052020400E-02
1.468000E+11 1.180997484E+00 1.170749213E+00 1.024827100E-02 1.179965735E+00 1.169584185E+00 1.038155000E-02
2.154000E+11 1.181846831E+00 1.171581015E+00 1.026581600E-02 1.180998998E+00 1.170777009E+00 1.022198900E-02
3.162000E+11 1.188997094E+00 1.172708704E+00 1.628839000E-02 1.188485730E+00 1.172152220E+00 1.633351000E-02
4.642000E+11 1.191253147E+00 1.174104713E+00 1.714843400E-02 1.190648549E+00 1.173718162E+00 1.693038700E-02
6.813000E+11 1.196043864E+00 1.175683508E+00 2.036035600E-02 1.195782081E+00 1.175491681E+00 2.029040000E-02
1.000000E+12 1.198182940E+00 1.177599930E+00 2.058301000E-02 1.198000531E+00 1.177441046E+00 2.055948500E-02
1.468000E+12 1.200750389E+00 1.180259506E+00 2.049088300E-02 1.200631660E+00 1.180122022E+00 2.050963800E-02
2.154000E+12 1.202813005E+00 1.183332593E+00 1.948041200E-02 1.202725333E+00 1.183238588E+00 1.948674500E-02
3.162000E+12 1.205145638E+00 1.185789127E+00 1.935651100E-02 1.205083664E+00 1.185722872E+00 1.936079200E-02
4.642000E+12 1.207258612E+00 1.188072680E+00 1.918593200E-02 1.207214965E+00 1.188025849E+00 1.918911600E-02
6.813000E+12 1.213092331E+00 1.190788731E+00 2.230360000E-02 1.213060945E+00 1.190755639E+00 2.230530600E-02
1.000000E+13 1.215000101E+00 1.192782162E+00 2.221793900E-02 1.214977868E+00 1.192758821E+00 2.221904700E-02
