Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.169466141E+00 1.137787406E+00 3.167873500E-02 1.157468438E+00 1.129893193E+00 2.757524500E-02
1.468000E+10 1.169471699E+00 1.137937964E+00 3.153373500E-02 1.166308492E+00 1.132067836E+00 3.424065600E-02
2.154000E+10 1.169479649E+00 1.138158164E+00 3.132148500E-02 1.167988696E+00 1.133867655E+00 3.412104100E-02
3.162000E+10 1.169491112E+00 1.138479735E+00 3.101137700E-02 1.168472292E+00 1.135376465E+00 3.309582700E-02
4.642000E+10 1.169507748E+00 1.138948259E+00 3.055948900E-02 1.168812207E+00 1.136712210E+00 3.209999700E-02
6.813000E+10 1.169531677E+00 1.139628571E+00 2.990310600E-02 1.169057151E+00 1.138012791E+00 3.104436000E-02
1.000000E+11 1.169566057E+00 1.140611657E+00 2.895440000E-02 1.169242459E+00 1.139432679E+00 2.980978000E-02
1.468000E+11 1.169614948E+00 1.141885757E+00 2.772919100E-02 1.169394332E+00 1.141148883E+00 2.824544900E-02
2.154000E+11 1.169683548E+00 1.142232264E+00 2.745128400E-02 1.169533173E+00 1.142096391E+00 2.743678200E-02
3.162000E+11 1.169777990E+00 1.142666997E+00 2.711099300E-02 1.169675507E+00 1.142574323E+00 2.710118400E-02
4.642000E+11 1.169904631E+00 1.143249916E+00 2.665471500E-02 1.169834797E+00 1.143186285E+00 2.664851200E-02
6.813000E+11 1.170068689E+00 1.143973759E+00 2.609493000E-02 1.170021100E+00 1.143930204E+00 2.609089600E-02
1.000000E+12 1.170272019E+00 1.145043284E+00 2.522873500E-02 1.170239593E+00 1.145013361E+00 2.522623200E-02
1.468000E+12 1.170510758E+00 1.145914032E+00 2.459672600E-02 1.170488665E+00 1.145893475E+00 2.459519000E-02
2.154000E+12 1.180390008E+00 1.146648960E+00 3.374104800E-02 1.179655948E+00 1.146634851E+00 3.302109700E-02
3.162000E+12 1.181103904E+00 1.147361456E+00 3.374244800E-02 1.181092835E+00 1.147352356E+00 3.374047900E-02
4.642000E+12 1.181478139E+00 1.148019166E+00 3.345897300E-02 1.181470594E+00 1.148012929E+00 3.345766500E-02
6.813000E+12 1.181739028E+00 1.15091241E+00 3.082661800E-02 1.181733885E+00 1.15091241E+00 3.082147500E-02
1.000000E+13 1.191152411E+00 1.15510949E+00 3.604292100E-02 1.190762473E+00 1.15510949E+00 3.565298300E-02
