N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -9.155900500E-02 -7.632753500E-02 -6.161803600E-02 -4.767621700E-02
1.600000000E+01 2.563861700E-02 2.507917900E-02 2.407583000E-02 2.314194200E-02
1.700000000E+01 8.629549800E-02 8.872180500E-02 8.964216900E-02 9.183907600E-02
1.549996187E+01 -5.704641000E-02 -6.968810300E-02 -7.993506000E-02 -8.953519000E-02
1.649996187E+01 5.799658600E-02 6.038258800E-02 6.191713700E-02 6.339165700E-02
1.674996808E+01 7.410043000E-02 7.521471700E-02 7.774379100E-02 7.951237600E-02
1.624993176E+01 4.206427200E-02 4.306700600E-02 4.371955900E-02 4.403125200E-02
1.574996808E+01 2.433598000E-03 -1.480830000E-03 -5.682628000E-03 -8.546265000E-03
1.524993176E+01 -1.784682200E-01 -1.740459210E-01 -1.692641050E-01 -1.644195860E-01
