fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_335 001_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.968924050E-13 1.000000000E+20 1.154375951E+00 7.822045159E-15 1.486954627E-04 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.086630667E-14 1.000000000E+20 1.227472899E+00 5.775615399E-15 5.913391073E-05 
002_335 002_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.291372671E-13 1.000000000E+20 1.169241079E+00 1.040058618E-14 1.223654673E-04 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.154246180E-13 1.000000000E+20 1.229329339E+00 8.427699688E-15 6.133923154E-05 
003_335 003_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.734750288E-13 1.000000000E+20 1.181845859E+00 1.419139429E-14 9.674696342E-05 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.629342149E-13 1.000000000E+20 1.231892639E+00 1.227212813E-14 6.454793448E-05 
004_335 004_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.330560711E-13 1.000000000E+20 1.192548259E+00 1.970835562E-14 7.565421464E-05 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.267037953E-13 1.000000000E+20 1.235342321E+00 1.782638656E-14 6.918949771E-05 
005_335 005_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.108870460E-13 1.000000000E+20 1.201865701E+00 2.768689141E-14 6.458934539E-05 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.098340733E-13 1.000000000E+20 1.239835675E+00 2.582581131E-14 7.585210913E-05 
006_335 006_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.093712511E-13 1.000000000E+20 1.210286328E+00 3.918178685E-14 6.869497163E-05 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.146986418E-13 1.000000000E+20 1.245444688E+00 3.732158463E-14 8.530152935E-05 
007_335 007_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.308578816E-13 1.000000000E+20 1.228046916E+00 5.543637256E-14 7.674990091E-05 
007_335_SRH 007_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.427046744E-13 1.000000000E+20 1.252096082E+00 5.383344663E-14 9.847792699E-05 
008_335 008_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.761625751E-13 1.000000000E+20 1.242863300E+00 7.875880846E-14 9.238897707E-05 
008_335_SRH 008_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.947450690E-13 1.000000000E+20 1.259536000E+00 7.758529365E-14 1.164442315E-04 
009_335 009_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.475423217E-13 1.000000000E+20 1.266192364E+00 1.138525144E-13 1.221711025E-04 
009_335_SRH 009_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.722588284E-13 1.000000000E+20 1.270494802E+00 1.125922113E-13 1.383899165E-04 
010_335 010_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.147824144E-12 1.000000000E+20 1.273229812E+00 1.627449228E-13 1.564999687E-04 
010_335_SRH 010_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.079005182E-12 1.000000000E+20 1.279473863E+00 1.630395118E-13 1.664386291E-04 
011_335 011_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.384658753E-12 1.000000000E+20 1.280450805E+00 2.341700889E-13 1.845701922E-04 
011_335_SRH 011_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.321189652E-12 1.000000000E+20 1.283841761E+00 2.343455239E-13 1.962421396E-04 
012_335 012_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.667058865E-12 1.000000000E+20 1.289092295E+00 3.402426914E-13 2.315955999E-04 
012_335_SRH 012_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.608272037E-12 1.000000000E+20 1.290262166E+00 3.396595998E-13 2.398807492E-04 
013_335 013_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.006604843E-12 1.000000000E+20 1.294986677E+00 4.935632437E-13 2.846592749E-04 
013_335_SRH 013_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.951497379E-12 1.000000000E+20 1.295668210E+00 4.929699853E-13 2.939675263E-04 
014_335 014_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.415983982E-12 1.000000000E+20 1.300251724E+00 7.180454963E-13 3.521110184E-04 
014_335_SRH 014_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.363865180E-12 1.000000000E+20 1.300684315E+00 7.174701972E-13 3.613616689E-04 
015_335 015_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.909925751E-12 1.000000000E+20 1.304728309E+00 1.046095448E-12 4.357714110E-04 
015_335_SRH 015_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.860154193E-12 1.000000000E+20 1.304762312E+00 1.044975540E-12 4.461217719E-04 
016_335 016_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.504859719E-12 1.000000000E+20 1.308096092E+00 1.526753500E-12 5.362282864E-04 
016_335_SRH 016_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.456966787E-12 1.000000000E+20 1.307875673E+00 1.524868112E-12 5.439092899E-04 
017_335 017_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.049049238E-12 1.000000000E+20 1.241447938E+00 2.282483963E-12 6.614708258E-04 
017_335_SRH 017_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.002278839E-12 1.000000000E+20 1.241094400E+00 2.280555495E-12 6.687324690E-04 
018_335 018_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.977581031E-12 1.000000000E+20 1.280704718E+00 3.283895027E-12 1.123394586E-03 
018_335_SRH 018_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.933783819E-12 1.000000000E+20 1.281269723E+00 3.284247579E-12 1.129261998E-03 
019_335 019_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.113543149E-12 1.000000000E+20 1.314701614E+00 4.767012145E-12 1.511550774E-03 
019_335_SRH 019_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.069110165E-12 1.000000000E+20 1.314553109E+00 4.766683161E-12 1.520527331E-03 
