N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.200220721E+00 1.197941534E+00 1.195993138E+00 1.194402076E+00
1.600000000E+01 1.226305580E+00 1.225360357E+00 1.224912119E+00 1.224127138E+00
1.700000000E+01 1.264429702E+00 1.263984320E+00 1.264305924E+00 1.264857121E+00
1.549996187E+01 1.210484137E+00 1.208586159E+00 1.206971888E+00 1.206151173E+00
1.649996187E+01 1.235066214E+00 1.234939725E+00 1.234960752E+00 1.234981221E+00
1.674996808E+01 1.246113276E+00 1.246090919E+00 1.246224569E+00 1.246075913E+00
1.624993176E+01 1.230348635E+00 1.230034634E+00 1.229829157E+00 1.229694024E+00
1.574996808E+01 1.218414292E+00 1.217080402E+00 1.215943547E+00 1.215055690E+00
1.524993176E+01 1.205411364E+00 1.203247940E+00 1.201482712E+00 1.200347273E+00
