N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 340 1.500E-4 1.025753669E+00 1.034196342E+00
1.468000E+10 1.000E+15 340 1.500E-4 1.026399998E+00 1.034130425E+00
2.154000E+10 1.000E+15 340 1.500E-4 1.026821237E+00 1.034034262E+00
3.162000E+10 1.000E+15 340 1.500E-4 1.028171796E+00 1.033734066E+00
4.642000E+10 1.000E+15 340 1.500E-4 1.029312451E+00 1.033150850E+00
6.813000E+10 1.000E+15 340 1.500E-4 1.029671357E+00 1.032304620E+00
1.000000E+11 1.000E+15 340 1.500E-4 1.029285768E+00 1.031083287E+00
1.468000E+11 1.000E+15 340 1.500E-4 1.028112949E+00 1.029334190E+00
2.154000E+11 1.000E+15 340 1.500E-4 1.026031725E+00 1.026857238E+00
3.162000E+11 1.000E+15 340 1.500E-4 1.025006469E+00 1.025082746E+00
4.642000E+11 1.000E+15 340 1.500E-4 1.023910928E+00 1.023961884E+00
6.813000E+11 1.000E+15 340 1.500E-4 1.022580951E+00 1.022614846E+00
1.000000E+12 1.000E+15 340 1.500E-4 1.021112786E+00 1.021135310E+00
1.468000E+12 1.000E+15 340 1.500E-4 1.019699909E+00 1.019714982E+00
2.154000E+12 1.000E+15 340 1.500E-4 1.018614369E+00 1.018624671E+00
3.162000E+12 1.000E+15 340 1.500E-4 1.015645291E+00 1.015651291E+00
4.642000E+12 1.000E+15 340 1.500E-4 1.016206244E+00 1.016210707E+00
6.813000E+12 1.000E+15 340 1.500E-4 1.017442215E+00 1.017446066E+00
1.000000E+13 1.000E+15 340 1.500E-4 1.019858811E+00 1.019862192E+00
