fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_340 001_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.419633001E-13 1.000000000E+20 1.131177907E+00 1.524652233E-14 1.202936869E-04 
001_340_SRH 001_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.524691077E-13 1.000000000E+20 1.221039384E+00 1.084069507E-14 5.887347264E-05 
002_340 002_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.073034854E-13 1.000000000E+20 1.140474247E+00 2.051640011E-14 8.821875511E-05 
002_340_SRH 002_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.203361924E-13 1.000000000E+20 1.222009821E+00 1.585908556E-14 6.007471154E-05 
003_340 003_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.996233232E-13 1.000000000E+20 1.147897286E+00 2.826043321E-14 7.880627239E-05 
003_340_SRH 003_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.162948356E-13 1.000000000E+20 1.223386571E+00 2.316945683E-14 6.182904444E-05 
004_340 004_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.295221040E-13 1.000000000E+20 1.165477889E+00 3.839346197E-14 6.261249162E-05 
004_340_SRH 004_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.499026882E-13 1.000000000E+20 1.225311842E+00 3.379004075E-14 6.438521138E-05 
005_340 005_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.069450458E-13 1.000000000E+20 1.184451284E+00 5.335284897E-14 5.383037337E-05 
005_340_SRH 005_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.321661637E-13 1.000000000E+20 1.227950363E+00 4.917088499E-14 6.809509063E-05 
006_340 006_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.043122965E-12 1.000000000E+20 1.203452099E+00 7.502693644E-14 5.317454033E-05 
006_340_SRH 006_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.744152790E-13 1.000000000E+20 1.231467138E+00 7.137082127E-14 7.344659785E-05 
007_340 007_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.347291890E-12 1.000000000E+20 1.215919579E+00 1.064791715E-13 5.967606800E-05 
007_340_SRH 007_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.186524387E-12 1.000000000E+20 1.235988351E+00 1.033180020E-13 8.109659206E-05 
008_340 008_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.727188406E-12 1.000000000E+20 1.231342601E+00 1.520265126E-13 7.493297631E-05 
008_340_SRH 008_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.575197255E-12 1.000000000E+20 1.241541467E+00 1.492091238E-13 9.188734799E-05 
009_340 009_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.185963804E-12 1.000000000E+20 1.242517989E+00 2.174099940E-13 9.293622152E-05 
009_340_SRH 009_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.043756430E-12 1.000000000E+20 1.248000429E+00 2.151322630E-13 1.068300461E-04 
010_340 010_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.727059465E-12 1.000000000E+20 1.252850155E+00 3.117578754E-13 1.162007155E-04 
010_340_SRH 010_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.594705965E-12 1.000000000E+20 1.255071215E+00 3.100209649E-13 1.270370866E-04 
011_340 011_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.355602190E-12 1.000000000E+20 1.261675211E+00 4.493789365E-13 1.370725050E-04 
011_340_SRH 011_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.233675971E-12 1.000000000E+20 1.262929437E+00 4.476836965E-13 1.483052651E-04 
012_340 012_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.089272859E-12 1.000000000E+20 1.268943128E+00 6.483190568E-13 1.743961707E-04 
012_340_SRH 012_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.976604254E-12 1.000000000E+20 1.269942131E+00 6.467795125E-13 1.793901255E-04 
013_340 013_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.954430658E-12 1.000000000E+20 1.275631547E+00 9.368578618E-13 2.155304985E-04 
013_340_SRH 013_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.849295053E-12 1.000000000E+20 1.276164509E+00 9.354314728E-13 2.205119467E-04 
014_340 014_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.984418857E-12 1.000000000E+20 1.281631132E+00 1.358504911E-12 2.682869301E-04 
014_340_SRH 014_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.885664711E-12 1.000000000E+20 1.282040084E+00 1.357334962E-12 2.730134061E-04 
015_340 015_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.221036678E-12 1.000000000E+20 1.286851085E+00 1.974170849E-12 3.306394309E-04 
015_340_SRH 015_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.127212866E-12 1.000000000E+20 1.287125382E+00 1.973099468E-12 3.351885733E-04 
016_340 016_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.710265693E-12 1.000000000E+20 1.291285281E+00 2.873907745E-12 4.065166501E-04 
016_340_SRH 016_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.620351615E-12 1.000000000E+20 1.291489804E+00 2.873027441E-12 4.111642632E-04 
