N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.195319464E+00 1.193703732E+00 1.192364281E+00 1.191101971E+00
1.600000000E+01 1.237182815E+00 1.236603353E+00 1.236530200E+00 1.236363846E+00
1.700000000E+01 1.278919007E+00 1.278951207E+00 1.278675169E+00 1.278631411E+00
1.549996187E+01 1.217944133E+00 1.216783303E+00 1.216150273E+00 1.215494522E+00
1.649996187E+01 1.249986253E+00 1.249494584E+00 1.249656466E+00 1.249724682E+00
1.674996808E+01 1.261076323E+00 1.260984210E+00 1.260744782E+00 1.260926353E+00
1.624993176E+01 1.243674862E+00 1.243321599E+00 1.243468631E+00 1.243487072E+00
1.574996808E+01 1.227605613E+00 1.226689203E+00 1.226376943E+00 1.226098926E+00
1.524993176E+01 1.210147157E+00 1.208672489E+00 1.207578441E+00 1.206685158E+00
