N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.018611410E+00 1.017149059E+00 1.016148393E+00 1.015487538E+00
1.600000000E+01 1.247176179E+00 1.245763196E+00 1.244720331E+00 1.244458275E+00
1.700000000E+01 1.294384467E+00 1.294702570E+00 1.294606728E+00 1.294389069E+00
1.549996187E+01 1.201167501E+00 1.198529942E+00 1.196545083E+00 1.194385391E+00
1.649996187E+01 1.265275492E+00 1.264999201E+00 1.264675931E+00 1.264534750E+00
1.674996808E+01 1.277009398E+00 1.277105061E+00 1.276851122E+00 1.276637568E+00
1.624993176E+01 1.256851903E+00 1.256113671E+00 1.255663059E+00 1.255450308E+00
1.574996808E+01 1.232504717E+00 1.230133255E+00 1.228953914E+00 1.227910551E+00
1.524993176E+01 1.093004021E+00 1.091942457E+00 1.091020038E+00 1.089353080E+00
