Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.263586055E+00 1.221120616E+00 4.246543900E-02 1.239379839E+00 1.200371915E+00 3.900792400E-02 2.420621600E-02 2.074870100E-02
1.468000E+10 1.263785327E+00 1.221396349E+00 4.238897800E-02 1.246636881E+00 1.206791360E+00 3.984552100E-02 1.714844600E-02 1.460498900E-02
2.154000E+10 1.264072666E+00 1.221793313E+00 4.227935300E-02 1.252039317E+00 1.211616070E+00 4.042324700E-02 1.203334900E-02 1.017724300E-02
3.162000E+10 1.264483779E+00 1.222359957E+00 4.212382200E-02 1.256106081E+00 1.215323711E+00 4.078237000E-02 8.377698000E-03 7.036246000E-03
4.642000E+10 1.265065394E+00 1.223158922E+00 4.190647200E-02 1.259270955E+00 1.218324619E+00 4.094633600E-02 5.794439000E-03 4.834303000E-03
6.813000E+10 1.265875543E+00 1.224266449E+00 4.160909400E-02 1.261889387E+00 1.220961952E+00 4.092743500E-02 3.986156000E-03 3.304497000E-03
1.000000E+11 1.266980375E+00 1.225766413E+00 4.121396200E-02 1.264249757E+00 1.223517205E+00 4.073255200E-02 2.730618000E-03 2.249208000E-03
1.468000E+11 1.268445539E+00 1.227736356E+00 4.070918300E-02 1.266580460E+00 1.226210557E+00 4.036990300E-02 1.865079000E-03 1.525799000E-03
2.154000E+11 1.270321509E+00 1.230224393E+00 4.009711600E-02 1.269049025E+00 1.229191457E+00 3.985756800E-02 1.272484000E-03 1.032936000E-03
3.162000E+11 1.272625479E+00 1.233222599E+00 3.940288000E-02 1.271755907E+00 1.232523041E+00 3.923286600E-02 8.695720000E-04 6.995580000E-04
4.642000E+11 1.275329108E+00 1.236650400E+00 3.867870800E-02 1.274731463E+00 1.236174497E+00 3.855696600E-02 5.976450000E-04 4.759030000E-04
6.813000E+11 1.278361309E+00 1.240364108E+00 3.799720100E-02 1.277945813E+00 1.240036930E+00 3.790888300E-02 4.154960000E-04 3.271780000E-04
1.000000E+12 1.281628348E+00 1.244196002E+00 3.743234600E-02 1.281334073E+00 1.243967034E+00 3.736703900E-02 2.942750000E-04 2.289680000E-04
1.468000E+12 1.285040396E+00 1.248004693E+00 3.703570300E-02 1.284826503E+00 1.247840394E+00 3.698610900E-02 2.138930000E-04 1.642990000E-04
2.154000E+12 1.288531600E+00 1.251709666E+00 3.682193400E-02 1.288371149E+00 1.251588132E+00 3.678301700E-02 1.604510000E-04 1.215340000E-04
3.162000E+12 1.292068894E+00 1.255296293E+00 3.677260100E-02 1.291944417E+00 1.255203422E+00 3.674099500E-02 1.244770000E-04 9.287100000E-05
4.642000E+12 1.295651423E+00 1.258798425E+00 3.685299800E-02 1.295551754E+00 1.258725176E+00 3.682657800E-02 9.966900000E-05 7.324900000E-05
6.813000E+12 1.299303190E+00 1.262274453E+00 3.702873700E-02 1.299221237E+00 1.262215033E+00 3.700620400E-02 8.195300000E-05 5.942000000E-05
1.000000E+13 1.303061493E+00 1.265788646E+00 3.727284700E-02 1.302992756E+00 1.265739299E+00 3.725345700E-02 6.873700000E-05 4.934700000E-05
