Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.233318001E+00 1.221123799E+00 1.219420200E-02 1.219298015E+00 1.206354323E+00 1.294369200E-02 1.401998600E-02 1.476947600E-02
1.468000E+10 1.233676698E+00 1.221292428E+00 1.238427000E-02 1.223899155E+00 1.210964589E+00 1.293456600E-02 9.777543000E-03 1.032783900E-02
2.154000E+10 1.234192429E+00 1.221536507E+00 1.265592200E-02 1.227420209E+00 1.214368505E+00 1.305170400E-02 6.772220000E-03 7.168002000E-03
3.162000E+10 1.234927141E+00 1.221887456E+00 1.303968500E-02 1.230261303E+00 1.216941004E+00 1.332029900E-02 4.665838000E-03 4.946452000E-03
4.642000E+10 1.235960113E+00 1.222387559E+00 1.357255400E-02 1.232758560E+00 1.218989104E+00 1.376945600E-02 3.201553000E-03 3.398455000E-03
6.813000E+10 1.237385693E+00 1.223091220E+00 1.429447300E-02 1.235195560E+00 1.220764152E+00 1.443140800E-02 2.190133000E-03 2.327068000E-03
1.000000E+11 1.239303539E+00 1.224064085E+00 1.523945400E-02 1.237808327E+00 1.222474680E+00 1.533364700E-02 1.495212000E-03 1.589405000E-03
1.468000E+11 1.241796991E+00 1.225377895E+00 1.641909600E-02 1.240777047E+00 1.224294220E+00 1.648282700E-02 1.019944000E-03 1.083675000E-03
2.154000E+11 1.244899993E+00 1.227098873E+00 1.780112000E-02 1.244203586E+00 1.226360626E+00 1.784296000E-02 6.964070000E-04 7.382470000E-04
3.162000E+11 1.248562862E+00 1.229269577E+00 1.929328500E-02 1.248085748E+00 1.228766245E+00 1.931950300E-02 4.771140000E-04 5.033320000E-04
4.642000E+11 1.252641164E+00 1.231888749E+00 2.075241500E-02 1.252312081E+00 1.231544442E+00 2.076763900E-02 3.290830000E-04 3.443070000E-04
6.813000E+11 1.256929279E+00 1.234899249E+00 2.203003000E-02 1.256699835E+00 1.234661926E+00 2.203790900E-02 2.294440000E-04 2.373230000E-04
1.000000E+12 1.261229697E+00 1.238194296E+00 2.303540100E-02 1.261067224E+00 1.238028491E+00 2.303873300E-02 1.624730000E-04 1.658050000E-04
1.468000E+12 1.265412392E+00 1.241644536E+00 2.376785600E-02 1.265294960E+00 1.241526307E+00 2.376865300E-02 1.174320000E-04 1.182290000E-04
2.154000E+12 1.269427434E+00 1.245134889E+00 2.429254500E-02 1.269340354E+00 1.245048248E+00 2.429210600E-02 8.708000000E-05 8.664100000E-05
3.162000E+12 1.273281342E+00 1.248593473E+00 2.468786900E-02 1.273214832E+00 1.248527944E+00 2.468688800E-02 6.651000000E-05 6.552900000E-05
4.642000E+12 1.277010389E+00 1.252000781E+00 2.500960800E-02 1.276958015E+00 1.251949576E+00 2.500843900E-02 5.237400000E-05 5.120500000E-05
6.813000E+12 1.280665602E+00 1.255380111E+00 2.528549100E-02 1.280623173E+00 1.255338872E+00 2.528430100E-02 4.242900000E-05 4.123900000E-05
1.000000E+13 1.284304252E+00 1.258778968E+00 2.552528400E-02 1.284269049E+00 1.258744891E+00 2.552415800E-02 3.520300000E-05 3.407700000E-05
