B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.147004570E+00 1.000424690E+0 1.465798800E-01 1.147004570E+00 1.000424690E+0 1.465798800E-01
1.500000000E+01 295 1.143372528E+00 1.000412395E+0 1.429601330E-01 1.143372528E+00 1.000412395E+0 1.429601330E-01
1.500000000E+01 300 1.123820056E+00 1.000400962E+0 1.234190940E-01 1.123820056E+00 1.000400962E+0 1.234190940E-01
1.500000000E+01 305 1.105865151E+00 1.000390312E+0 1.054748390E-01 1.105865151E+00 1.000390312E+0 1.054748390E-01
1.500000000E+01 310 1.090339235E+00 1.000380375E+0 8.995886000E-02 1.090339235E+00 1.000380375E+0 8.995886000E-02
1.500000000E+01 315 1.063002933E+00 1.000371090E+0 6.263184300E-02 1.063002933E+00 1.000371090E+0 6.263184300E-02
1.500000000E+01 320 1.008808270E+00 1.000362401E+0 8.445869000E-03 1.008808270E+00 1.000362401E+0 8.445869000E-03
1.500000000E+01 325 1.007942133E+00 1.000354259E+0 7.587874000E-03 1.007942133E+00 1.000354259E+0 7.587874000E-03
1.500000000E+01 330 1.007959191E+00 1.000346619E+0 7.612572000E-03 1.007959191E+00 1.000346619E+0 7.612572000E-03
1.500000000E+01 335 1.009532513E+00 1.000339441E+0 9.193072000E-03 1.009532513E+00 1.000339441E+0 9.193072000E-03
1.500000000E+01 340 1.014824609E+00 1.000332690E+0 1.449191900E-02 1.014824609E+00 1.000332690E+0 1.449191900E-02
1.524993176E+01 290 1.154533394E+00 1.000444488E+0 1.540889060E-01 1.154533394E+00 1.000444488E+0 1.540889060E-01
1.524993176E+01 295 1.152006525E+00 1.000431620E+0 1.515749050E-01 1.152006525E+00 1.000431620E+0 1.515749050E-01
1.524993176E+01 300 1.153957567E+00 1.000419653E+0 1.535379140E-01 1.153957567E+00 1.000419653E+0 1.535379140E-01
1.524993176E+01 305 1.147235371E+00 1.000408507E+0 1.468268640E-01 1.147235371E+00 1.000408507E+0 1.468268640E-01
1.524993176E+01 310 1.131176940E+00 1.000398107E+0 1.307788330E-01 1.131176940E+00 1.000398107E+0 1.307788330E-01
1.524993176E+01 315 1.114199968E+00 1.000388389E+0 1.138115790E-01 1.114199968E+00 1.000388389E+0 1.138115790E-01
1.524993176E+01 320 1.091037619E+00 1.000379295E+0 9.065832400E-02 1.091037619E+00 1.000379295E+0 9.065832400E-02
1.524993176E+01 325 1.059972670E+00 1.000370773E+0 5.960189700E-02 1.059972670E+00 1.000370773E+0 5.960189700E-02
1.524993176E+01 330 1.013330186E+00 1.000362777E+0 1.296740900E-02 1.013330186E+00 1.000362777E+0 1.296740900E-02
1.524993176E+01 335 1.006971149E+00 1.000355265E+0 6.615884000E-03 1.006971149E+00 1.000355265E+0 6.615884000E-03
1.524993176E+01 340 1.006971019E+00 1.000348198E+0 6.622821000E-03 1.006971019E+00 1.000348198E+0 6.622821000E-03
1.549996187E+01 290 1.160237258E+00 1.000473615E+0 1.597636430E-01 1.160237258E+00 1.000473615E+0 1.597636430E-01
1.549996187E+01 295 1.163071747E+00 1.000459904E+0 1.626118430E-01 1.163071747E+00 1.000459904E+0 1.626118430E-01
1.549996187E+01 300 1.162745846E+00 1.000447154E+0 1.622986920E-01 1.162745846E+00 1.000447154E+0 1.622986920E-01
1.549996187E+01 305 1.166892083E+00 1.000435276E+0 1.664568070E-01 1.166892083E+00 1.000435276E+0 1.664568070E-01
1.549996187E+01 310 1.169381867E+00 1.000424195E+0 1.689576720E-01 1.169381867E+00 1.000424195E+0 1.689576720E-01
1.549996187E+01 315 1.155488467E+00 1.000413840E+0 1.550746270E-01 1.155488467E+00 1.000413840E+0 1.550746270E-01
1.549996187E+01 320 1.138519265E+00 1.000404150E+0 1.381151150E-01 1.138519265E+00 1.000404150E+0 1.381151150E-01
1.549996187E+01 325 1.124279601E+00 1.000395070E+0 1.238845310E-01 1.124279601E+00 1.000395070E+0 1.238845310E-01
1.549996187E+01 330 1.105682724E+00 1.000386550E+0 1.052961740E-01 1.105682724E+00 1.000386550E+0 1.052961740E-01
1.549996187E+01 335 1.083603825E+00 1.000378545E+0 8.322528000E-02 1.083603825E+00 1.000378545E+0 8.322528000E-02
1.549996187E+01 340 1.006573677E+00 1.000371016E+0 6.202661000E-03 1.006573677E+00 1.000371016E+0 6.202661000E-03
1.574996808E+01 290 1.165301775E+00 1.000513316E+0 1.647884590E-01 1.165301775E+00 1.000513316E+0 1.647884590E-01
1.574996808E+01 295 1.172044401E+00 1.000498456E+0 1.715459450E-01 1.172044401E+00 1.000498456E+0 1.715459450E-01
1.574996808E+01 300 1.169101094E+00 1.000484636E+0 1.686164580E-01 1.169101094E+00 1.000484636E+0 1.686164580E-01
1.574996808E+01 305 1.174874110E+00 1.000471763E+0 1.744023470E-01 1.174874110E+00 1.000471763E+0 1.744023470E-01
1.574996808E+01 310 1.179954800E+00 1.000459753E+0 1.794950470E-01 1.179954800E+00 1.000459753E+0 1.794950470E-01
1.574996808E+01 315 1.179159597E+00 1.000448530E+0 1.787110670E-01 1.179159597E+00 1.000448530E+0 1.787110670E-01
1.574996808E+01 320 1.179356193E+00 1.000438028E+0 1.789181650E-01 1.179356193E+00 1.000438028E+0 1.789181650E-01
1.574996808E+01 325 1.165703573E+00 1.000428187E+0 1.652753860E-01 1.165703573E+00 1.000428187E+0 1.652753860E-01
1.574996808E+01 330 1.146816329E+00 1.000418953E+0 1.463973760E-01 1.146816329E+00 1.000418953E+0 1.463973760E-01
1.574996808E+01 335 1.138830451E+00 1.000410277E+0 1.384201740E-01 1.138830451E+00 1.000410277E+0 1.384201740E-01
1.574996808E+01 340 1.117361286E+00 1.000402117E+0 1.169591690E-01 1.117361286E+00 1.000402117E+0 1.169591690E-01
1.600000000E+01 290 1.169904631E+00 1.000565447E+0 1.693391840E-01 1.169904631E+00 1.000565447E+0 1.693391840E-01
1.600000000E+01 295 1.177211910E+00 1.000549078E+0 1.766628320E-01 1.177211910E+00 1.000549078E+0 1.766628320E-01
1.600000000E+01 300 1.179915622E+00 1.000533855E+0 1.793817670E-01 1.179915622E+00 1.000533855E+0 1.793817670E-01
1.600000000E+01 305 1.181557053E+00 1.000519675E+0 1.810373780E-01 1.181557053E+00 1.000519675E+0 1.810373780E-01
1.600000000E+01 310 1.186479222E+00 1.000506445E+0 1.859727770E-01 1.186479222E+00 1.000506445E+0 1.859727770E-01
1.600000000E+01 315 1.188172210E+00 1.000494082E+0 1.876781280E-01 1.188172210E+00 1.000494082E+0 1.876781280E-01
1.600000000E+01 320 1.189254380E+00 1.000482513E+0 1.887718670E-01 1.189254380E+00 1.000482513E+0 1.887718670E-01
1.600000000E+01 325 1.192674356E+00 1.000471673E+0 1.922026830E-01 1.192674356E+00 1.000471673E+0 1.922026830E-01
1.600000000E+01 330 1.191253147E+00 1.000461501E+0 1.907916460E-01 1.191253147E+00 1.000461501E+0 1.907916460E-01
1.600000000E+01 335 1.176834268E+00 1.000451944E+0 1.763823240E-01 1.176834268E+00 1.000451944E+0 1.763823240E-01
1.600000000E+01 340 1.163854452E+00 1.000442955E+0 1.634114970E-01 1.163854452E+00 1.000442955E+0 1.634114970E-01
1.624993176E+01 290 1.174250920E+00 1.000632548E+0 1.736183720E-01 1.174250920E+00 1.000632548E+0 1.736183720E-01
1.624993176E+01 295 1.182083288E+00 1.000614235E+0 1.814690530E-01 1.182083288E+00 1.000614235E+0 1.814690530E-01
1.624993176E+01 300 1.189693563E+00 1.000597206E+0 1.890963570E-01 1.189693563E+00 1.000597206E+0 1.890963570E-01
1.624993176E+01 305 1.187492095E+00 1.000581343E+0 1.869107520E-01 1.187492095E+00 1.000581343E+0 1.869107520E-01
1.624993176E+01 310 1.194520100E+00 1.000566543E+0 1.939535570E-01 1.194520100E+00 1.000566543E+0 1.939535570E-01
1.624993176E+01 315 1.195897452E+00 1.000552714E+0 1.953447380E-01 1.195897452E+00 1.000552714E+0 1.953447380E-01
1.624993176E+01 320 1.197949177E+00 1.000539772E+0 1.974094050E-01 1.197949177E+00 1.000539772E+0 1.974094050E-01
1.624993176E+01 325 1.203196189E+00 1.000527645E+0 2.026685440E-01 1.203196189E+00 1.000527645E+0 2.026685440E-01
1.624993176E+01 330 1.207327651E+00 1.000516266E+0 2.068113850E-01 1.207327651E+00 1.000516266E+0 2.068113850E-01
1.624993176E+01 335 1.210038214E+00 1.000505575E+0 2.095326390E-01 1.210038214E+00 1.000505575E+0 2.095326390E-01
1.624993176E+01 340 1.202031920E+00 1.000495520E+0 2.015364000E-01 1.202031920E+00 1.000495520E+0 2.015364000E-01
1.649996187E+01 290 1.188661330E+00 1.000718153E+0 1.879431770E-01 1.188661330E+00 1.000718153E+0 1.879431770E-01
1.649996187E+01 295 1.186678925E+00 1.000697362E+0 1.859815630E-01 1.186678925E+00 1.000697362E+0 1.859815630E-01
1.649996187E+01 300 1.194590283E+00 1.000678029E+0 1.939122540E-01 1.194590283E+00 1.000678029E+0 1.939122540E-01
1.649996187E+01 305 1.200841570E+00 1.000660019E+0 2.001815510E-01 1.200841570E+00 1.000660019E+0 2.001815510E-01
1.649996187E+01 310 1.200520783E+00 1.000643216E+0 1.998775670E-01 1.200520783E+00 1.000643216E+0 1.998775670E-01
1.649996187E+01 315 1.202619077E+00 1.000627515E+0 2.019915620E-01 1.202619077E+00 1.000627515E+0 2.019915620E-01
1.649996187E+01 320 1.206120841E+00 1.000612822E+0 2.055080190E-01 1.206120841E+00 1.000612822E+0 2.055080190E-01
1.649996187E+01 325 1.212281068E+00 1.000599054E+0 2.116820140E-01 1.212281068E+00 1.000599054E+0 2.116820140E-01
1.649996187E+01 330 1.217966706E+00 1.000586135E+0 2.173805710E-01 1.217966706E+00 1.000586135E+0 2.173805710E-01
1.649996187E+01 335 1.222629606E+00 1.000573997E+0 2.220556090E-01 1.222629606E+00 1.000573997E+0 2.220556090E-01
1.649996187E+01 340 1.226016805E+00 1.000562581E+0 2.254542240E-01 1.226016805E+00 1.000562581E+0 2.254542240E-01
1.674996808E+01 290 1.193362233E+00 1.000826890E+0 1.925353430E-01 1.193362233E+00 1.000826890E+0 1.925353430E-01
1.674996808E+01 295 1.197902671E+00 1.000802951E+0 1.970997200E-01 1.197902671E+00 1.000802951E+0 1.970997200E-01
1.674996808E+01 300 1.200246911E+00 1.000780690E+0 1.994662210E-01 1.200246911E+00 1.000780690E+0 1.994662210E-01
1.674996808E+01 305 1.208767138E+00 1.000759954E+0 2.080071840E-01 1.208767138E+00 1.000759954E+0 2.080071840E-01
1.674996808E+01 310 1.207173098E+00 1.000740607E+0 2.064324910E-01 1.207173098E+00 1.000740607E+0 2.064324910E-01
1.674996808E+01 315 1.209866381E+00 1.000722529E+0 2.091438520E-01 1.209866381E+00 1.000722529E+0 2.091438520E-01
1.674996808E+01 320 1.217717178E+00 1.000705611E+0 2.170115670E-01 1.217717178E+00 1.000705611E+0 2.170115670E-01
1.674996808E+01 325 1.220754988E+00 1.000689758E+0 2.200652300E-01 1.220754988E+00 1.000689758E+0 2.200652300E-01
1.674996808E+01 330 1.227626456E+00 1.000674883E+0 2.269515730E-01 1.227626456E+00 1.000674883E+0 2.269515730E-01
1.674996808E+01 335 1.233746644E+00 1.000660908E+0 2.330857360E-01 1.233746644E+00 1.000660908E+0 2.330857360E-01
1.674996808E+01 340 1.238871473E+00 1.000647763E+0 2.382237100E-01 1.238871473E+00 1.000647763E+0 2.382237100E-01
1.700000000E+01 290 1.200718539E+00 1.000964992E+0 1.997535470E-01 1.200718539E+00 1.000964992E+0 1.997535470E-01
1.700000000E+01 295 1.209911357E+00 1.000937056E+0 2.089743010E-01 1.209911357E+00 1.000937056E+0 2.089743010E-01
1.700000000E+01 300 1.208301942E+00 1.000911077E+0 2.073908650E-01 1.208301942E+00 1.000911077E+0 2.073908650E-01
1.700000000E+01 305 1.217331276E+00 1.000886877E+0 2.164443990E-01 1.217331276E+00 1.000886877E+0 2.164443990E-01
1.700000000E+01 310 1.226269417E+00 1.000864299E+0 2.254051180E-01 1.226269417E+00 1.000864299E+0 2.254051180E-01
1.700000000E+01 315 1.223046344E+00 1.000843202E+0 2.222031420E-01 1.223046344E+00 1.000843202E+0 2.222031420E-01
1.700000000E+01 320 1.227964533E+00 1.000823459E+0 2.271410740E-01 1.227964533E+00 1.000823459E+0 2.271410740E-01
1.700000000E+01 325 1.231560638E+00 1.000804958E+0 2.307556800E-01 1.231560638E+00 1.000804958E+0 2.307556800E-01
1.700000000E+01 330 1.239356956E+00 1.000787598E+0 2.385693580E-01 1.239356956E+00 1.000787598E+0 2.385693580E-01
1.700000000E+01 335 1.246591312E+00 1.000771289E+0 2.458200230E-01 1.246591312E+00 1.000771289E+0 2.458200230E-01
1.700000000E+01 340 1.250408649E+00 1.000755949E+0 2.496527000E-01 1.250408649E+00 1.000755949E+0 2.496527000E-01
