B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.149209631E+00 1.000035302E+0 1.491743290E-01 1.149209631E+00 1.000035302E+0 1.491743290E-01
1.500000000E+01 295 1.152820219E+00 1.000034172E+0 1.527860470E-01 1.152820219E+00 1.000034172E+0 1.527860470E-01
1.500000000E+01 300 1.144345871E+00 1.000033124E+0 1.443127470E-01 1.144345871E+00 1.000033124E+0 1.443127470E-01
1.500000000E+01 305 1.125380650E+00 1.000032150E+0 1.253485000E-01 1.125380650E+00 1.000032150E+0 1.253485000E-01
1.500000000E+01 310 1.109666544E+00 1.000031243E+0 1.096353010E-01 1.109666544E+00 1.000031243E+0 1.096353010E-01
1.500000000E+01 315 1.084877804E+00 1.000030396E+0 8.484740800E-02 1.084877804E+00 1.000030396E+0 8.484740800E-02
1.500000000E+01 320 1.055697025E+00 1.000029606E+0 5.566741900E-02 1.055697025E+00 1.000029606E+0 5.566741900E-02
1.500000000E+01 325 1.010460923E+00 1.000028866E+0 1.043205700E-02 1.010460923E+00 1.000028866E+0 1.043205700E-02
1.500000000E+01 330 1.009531637E+00 1.000028173E+0 9.503464000E-03 1.009531637E+00 1.000028173E+0 9.503464000E-03
1.500000000E+01 335 1.010053862E+00 1.000027522E+0 1.002634000E-02 1.010053862E+00 1.000027522E+0 1.002634000E-02
1.500000000E+01 340 1.012141502E+00 1.000026911E+0 1.211459100E-02 1.012141502E+00 1.000026911E+0 1.211459100E-02
1.524993176E+01 290 1.156107627E+00 1.000036948E+0 1.560706790E-01 1.156107627E+00 1.000036948E+0 1.560706790E-01
1.524993176E+01 295 1.161545501E+00 1.000035765E+0 1.615097360E-01 1.161545501E+00 1.000035765E+0 1.615097360E-01
1.524993176E+01 300 1.160293126E+00 1.000034668E+0 1.602584580E-01 1.160293126E+00 1.000034668E+0 1.602584580E-01
1.524993176E+01 305 1.160651366E+00 1.000033649E+0 1.606177170E-01 1.160651366E+00 1.000033649E+0 1.606177170E-01
1.524993176E+01 310 1.150919153E+00 1.000032699E+0 1.508864540E-01 1.150919153E+00 1.000032699E+0 1.508864540E-01
1.524993176E+01 315 1.135645994E+00 1.000031813E+0 1.356141810E-01 1.135645994E+00 1.000031813E+0 1.356141810E-01
1.524993176E+01 320 1.114157560E+00 1.000030986E+0 1.141265740E-01 1.114157560E+00 1.000030986E+0 1.141265740E-01
1.524993176E+01 325 1.096218370E+00 1.000030211E+0 9.618815900E-02 1.096218370E+00 1.000030211E+0 9.618815900E-02
1.524993176E+01 330 1.053920700E+00 1.000029486E+0 5.389121400E-02 1.053920700E+00 1.000029486E+0 5.389121400E-02
1.524993176E+01 335 1.009124792E+00 1.000028805E+0 9.095987000E-03 1.009124792E+00 1.000028805E+0 9.095987000E-03
1.524993176E+01 340 1.008545334E+00 1.000028166E+0 8.517168000E-03 1.008545334E+00 1.000028166E+0 8.517168000E-03
1.549996187E+01 290 1.161252132E+00 1.000039369E+0 1.612127630E-01 1.161252132E+00 1.000039369E+0 1.612127630E-01
1.549996187E+01 295 1.167758432E+00 1.000038109E+0 1.677203230E-01 1.167758432E+00 1.000038109E+0 1.677203230E-01
1.549996187E+01 300 1.172444270E+00 1.000036940E+0 1.724073300E-01 1.172444270E+00 1.000036940E+0 1.724073300E-01
1.549996187E+01 305 1.171127321E+00 1.000035854E+0 1.710914670E-01 1.171127321E+00 1.000035854E+0 1.710914670E-01
1.549996187E+01 310 1.174817881E+00 1.000034842E+0 1.747830390E-01 1.174817881E+00 1.000034842E+0 1.747830390E-01
1.549996187E+01 315 1.176883440E+00 1.000033898E+0 1.768495420E-01 1.176883440E+00 1.000033898E+0 1.768495420E-01
1.549996187E+01 320 1.159534227E+00 1.000033016E+0 1.595012110E-01 1.159534227E+00 1.000033016E+0 1.595012110E-01
1.549996187E+01 325 1.142269351E+00 1.000032191E+0 1.422371600E-01 1.142269351E+00 1.000032191E+0 1.422371600E-01
1.549996187E+01 330 1.132232638E+00 1.000031418E+0 1.322012200E-01 1.132232638E+00 1.000031418E+0 1.322012200E-01
1.549996187E+01 335 1.111013770E+00 1.000030693E+0 1.109830770E-01 1.111013770E+00 1.000030693E+0 1.109830770E-01
1.549996187E+01 340 1.058170046E+00 1.000030012E+0 5.814003400E-02 1.058170046E+00 1.000030012E+0 5.814003400E-02
1.574996808E+01 290 1.166200893E+00 1.000042669E+0 1.661582240E-01 1.166200893E+00 1.000042669E+0 1.661582240E-01
1.574996808E+01 295 1.173351341E+00 1.000041304E+0 1.733100370E-01 1.173351341E+00 1.000041304E+0 1.733100370E-01
1.574996808E+01 300 1.180137532E+00 1.000040037E+0 1.800974950E-01 1.180137532E+00 1.000040037E+0 1.800974950E-01
1.574996808E+01 305 1.177401909E+00 1.000038859E+0 1.773630500E-01 1.177401909E+00 1.000038859E+0 1.773630500E-01
1.574996808E+01 310 1.183564832E+00 1.000037762E+0 1.835270700E-01 1.183564832E+00 1.000037762E+0 1.835270700E-01
1.574996808E+01 315 1.188474447E+00 1.000036740E+0 1.884377070E-01 1.188474447E+00 1.000036740E+0 1.884377070E-01
1.574996808E+01 320 1.187872388E+00 1.000035784E+0 1.878366040E-01 1.187872388E+00 1.000035784E+0 1.878366040E-01
1.574996808E+01 325 1.187699162E+00 1.000034890E+0 1.876642720E-01 1.187699162E+00 1.000034890E+0 1.876642720E-01
1.574996808E+01 330 1.171103226E+00 1.000034052E+0 1.710691740E-01 1.171103226E+00 1.000034052E+0 1.710691740E-01
1.574996808E+01 335 1.162274621E+00 1.000033266E+0 1.622413550E-01 1.162274621E+00 1.000033266E+0 1.622413550E-01
1.574996808E+01 340 1.142879063E+00 1.000032527E+0 1.428465360E-01 1.142879063E+00 1.000032527E+0 1.428465360E-01
1.600000000E+01 290 1.180390008E+00 1.000047002E+0 1.803430060E-01 1.180390008E+00 1.000047002E+0 1.803430060E-01
1.600000000E+01 295 1.178349154E+00 1.000045498E+0 1.783036560E-01 1.178349154E+00 1.000045498E+0 1.783036560E-01
1.600000000E+01 300 1.185821047E+00 1.000044103E+0 1.857769440E-01 1.185821047E+00 1.000044103E+0 1.857769440E-01
1.600000000E+01 305 1.191595773E+00 1.000042806E+0 1.915529670E-01 1.191595773E+00 1.000042806E+0 1.915529670E-01
1.600000000E+01 310 1.190607765E+00 1.000041598E+0 1.905661670E-01 1.190607765E+00 1.000041598E+0 1.905661670E-01
1.600000000E+01 315 1.195784784E+00 1.000040471E+0 1.957443130E-01 1.195784784E+00 1.000040471E+0 1.957443130E-01
1.600000000E+01 320 1.198131006E+00 1.000039418E+0 1.980915880E-01 1.198131006E+00 1.000039418E+0 1.980915880E-01
1.600000000E+01 325 1.199059970E+00 1.000038433E+0 1.990215370E-01 1.199059970E+00 1.000038433E+0 1.990215370E-01
1.600000000E+01 330 1.202813005E+00 1.000037510E+0 2.027754950E-01 1.202813005E+00 1.000037510E+0 2.027754950E-01
1.600000000E+01 335 1.199964288E+00 1.000036644E+0 1.999276440E-01 1.199964288E+00 1.000036644E+0 1.999276440E-01
1.600000000E+01 340 1.182766450E+00 1.000035831E+0 1.827306190E-01 1.182766450E+00 1.000035831E+0 1.827306190E-01
1.624993176E+01 290 1.185116623E+00 1.000052580E+0 1.850640430E-01 1.185116623E+00 1.000052580E+0 1.850640430E-01
1.624993176E+01 295 1.183058494E+00 1.000050898E+0 1.830075960E-01 1.183058494E+00 1.000050898E+0 1.830075960E-01
1.624993176E+01 300 1.191053636E+00 1.000049337E+0 1.910042990E-01 1.191053636E+00 1.000049337E+0 1.910042990E-01
