B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.149731668E+00 1.000018864E+0 1.497128040E-01 1.149731668E+00 1.000018864E+0 1.497128040E-01
1.500000000E+01 295 1.153714902E+00 1.000018248E+0 1.536966540E-01 1.153714902E+00 1.000018248E+0 1.536966540E-01
1.500000000E+01 300 1.154365530E+00 1.000017675E+0 1.543478550E-01 1.154365530E+00 1.000017675E+0 1.543478550E-01
1.500000000E+01 305 1.131725866E+00 1.000017144E+0 1.317087220E-01 1.131725866E+00 1.000017144E+0 1.317087220E-01
1.500000000E+01 310 1.112877900E+00 1.000016649E+0 1.128612510E-01 1.112877900E+00 1.000016649E+0 1.128612510E-01
1.500000000E+01 315 1.093791292E+00 1.000016187E+0 9.377510500E-02 1.093791292E+00 1.000016187E+0 9.377510500E-02
1.500000000E+01 320 1.067375215E+00 1.000015756E+0 6.735945900E-02 1.067375215E+00 1.000015756E+0 6.735945900E-02
1.500000000E+01 325 1.011943956E+00 1.000015353E+0 1.192860300E-02 1.011943956E+00 1.000015353E+0 1.192860300E-02
1.500000000E+01 330 1.010905287E+00 1.000014976E+0 1.089031100E-02 1.010905287E+00 1.000014976E+0 1.089031100E-02
1.500000000E+01 335 1.010861064E+00 1.000014622E+0 1.084644200E-02 1.010861064E+00 1.000014622E+0 1.084644200E-02
1.500000000E+01 340 1.012864406E+00 1.000014290E+0 1.285011600E-02 1.012864406E+00 1.000014290E+0 1.285011600E-02
1.524993176E+01 290 1.156504144E+00 1.000019744E+0 1.564844000E-01 1.156504144E+00 1.000019744E+0 1.564844000E-01
1.524993176E+01 295 1.162160100E+00 1.000019098E+0 1.621410020E-01 1.162160100E+00 1.000019098E+0 1.621410020E-01
1.524993176E+01 300 1.166894765E+00 1.000018499E+0 1.668762660E-01 1.166894765E+00 1.000018499E+0 1.668762660E-01
1.524993176E+01 305 1.161918059E+00 1.000017943E+0 1.619001160E-01 1.161918059E+00 1.000017943E+0 1.619001160E-01
1.524993176E+01 310 1.156667715E+00 1.000017425E+0 1.566502900E-01 1.156667715E+00 1.000017425E+0 1.566502900E-01
1.524993176E+01 315 1.140685885E+00 1.000016942E+0 1.406689430E-01 1.140685885E+00 1.000016942E+0 1.406689430E-01
1.524993176E+01 320 1.120509952E+00 1.000016491E+0 1.204934610E-01 1.120509952E+00 1.000016491E+0 1.204934610E-01
1.524993176E+01 325 1.098336362E+00 1.000016069E+0 9.832029300E-02 1.098336362E+00 1.000016069E+0 9.832029300E-02
1.524993176E+01 330 1.067875596E+00 1.000015674E+0 6.785992200E-02 1.067875596E+00 1.000015674E+0 6.785992200E-02
1.524993176E+01 335 1.010443887E+00 1.000015304E+0 1.042858300E-02 1.010443887E+00 1.000015304E+0 1.042858300E-02
1.524993176E+01 340 1.009606212E+00 1.000014956E+0 9.591256000E-03 1.009606212E+00 1.000014956E+0 9.591256000E-03
1.549996187E+01 290 1.161573814E+00 1.000021038E+0 1.615527760E-01 1.161573814E+00 1.000021038E+0 1.615527760E-01
1.549996187E+01 295 1.168242295E+00 1.000020350E+0 1.682219450E-01 1.168242295E+00 1.000020350E+0 1.682219450E-01
1.549996187E+01 300 1.175229839E+00 1.000019712E+0 1.752101270E-01 1.175229839E+00 1.000019712E+0 1.752101270E-01
1.549996187E+01 305 1.171869238E+00 1.000019119E+0 1.718501190E-01 1.171869238E+00 1.000019119E+0 1.718501190E-01
1.549996187E+01 310 1.176328708E+00 1.000018567E+0 1.763101410E-01 1.176328708E+00 1.000018567E+0 1.763101410E-01
1.549996187E+01 315 1.179226770E+00 1.000018052E+0 1.792087180E-01 1.179226770E+00 1.000018052E+0 1.792087180E-01
1.549996187E+01 320 1.168060614E+00 1.000017572E+0 1.680430420E-01 1.168060614E+00 1.000017572E+0 1.680430420E-01
1.549996187E+01 325 1.148283672E+00 1.000017122E+0 1.482665500E-01 1.148283672E+00 1.000017122E+0 1.482665500E-01
1.549996187E+01 330 1.133769154E+00 1.000016701E+0 1.337524530E-01 1.133769154E+00 1.000016701E+0 1.337524530E-01
1.549996187E+01 335 1.114994388E+00 1.000016307E+0 1.149780810E-01 1.114994388E+00 1.000016307E+0 1.149780810E-01
1.549996187E+01 340 1.095679477E+00 1.000015936E+0 9.566354100E-02 1.095679477E+00 1.000015936E+0 9.566354100E-02
1.574996808E+01 290 1.169466332E+00 1.000022801E+0 1.694435310E-01 1.169466332E+00 1.000022801E+0 1.694435310E-01
1.574996808E+01 295 1.173761792E+00 1.000022055E+0 1.737397370E-01 1.173761792E+00 1.000022055E+0 1.737397370E-01
1.574996808E+01 300 1.180760365E+00 1.000021364E+0 1.807390010E-01 1.180760365E+00 1.000021364E+0 1.807390010E-01
1.574996808E+01 305 1.184844964E+00 1.000020721E+0 1.848242430E-01 1.184844964E+00 1.000020721E+0 1.848242430E-01
1.574996808E+01 310 1.184464790E+00 1.000020123E+0 1.844446670E-01 1.184464790E+00 1.000020123E+0 1.844446670E-01
1.574996808E+01 315 1.189660582E+00 1.000019565E+0 1.896410170E-01 1.189660582E+00 1.000019565E+0 1.896410170E-01
1.574996808E+01 320 1.191001982E+00 1.000019045E+0 1.909829370E-01 1.191001982E+00 1.000019045E+0 1.909829370E-01
1.574996808E+01 325 1.192476605E+00 1.000018558E+0 1.924580470E-01 1.192476605E+00 1.000018558E+0 1.924580470E-01
1.574996808E+01 330 1.178141107E+00 1.000018101E+0 1.781230060E-01 1.178141107E+00 1.000018101E+0 1.781230060E-01
1.574996808E+01 335 1.164417012E+00 1.000017673E+0 1.643993390E-01 1.164417012E+00 1.000017673E+0 1.643993390E-01
1.574996808E+01 340 1.153280920E+00 1.000017272E+0 1.532636480E-01 1.153280920E+00 1.000017272E+0 1.532636480E-01
1.600000000E+01 290 1.181103904E+00 1.000025117E+0 1.810787870E-01 1.181103904E+00 1.000025117E+0 1.810787870E-01
1.600000000E+01 295 1.178762061E+00 1.000024295E+0 1.787377660E-01 1.178762061E+00 1.000024295E+0 1.787377660E-01
1.600000000E+01 300 1.186368488E+00 1.000023534E+0 1.863449540E-01 1.186368488E+00 1.000023534E+0 1.863449540E-01
1.600000000E+01 305 1.193750047E+00 1.000022826E+0 1.937272210E-01 1.193750047E+00 1.000022826E+0 1.937272210E-01
1.600000000E+01 310 1.191423470E+00 1.000022167E+0 1.914013030E-01 1.191423470E+00 1.000022167E+0 1.914013030E-01
1.600000000E+01 315 1.198143438E+00 1.000021552E+0 1.981218860E-01 1.198143438E+00 1.000021552E+0 1.981218860E-01
1.600000000E+01 320 1.199134650E+00 1.000020979E+0 1.991136710E-01 1.199134650E+00 1.000020979E+0 1.991136710E-01
1.600000000E+01 325 1.202898694E+00 1.000020442E+0 2.028782520E-01 1.202898694E+00 1.000020442E+0 2.028782520E-01
1.600000000E+01 330 1.205145638E+00 1.000019940E+0 2.051256980E-01 1.205145638E+00 1.000019940E+0 2.051256980E-01
1.600000000E+01 335 1.207872394E+00 1.000019468E+0 2.078529260E-01 1.207872394E+00 1.000019468E+0 2.078529260E-01
1.600000000E+01 340 1.193477472E+00 1.000019026E+0 1.934584460E-01 1.193477472E+00 1.000019026E+0 1.934584460E-01
1.624993176E+01 290 1.185427828E+00 1.000028097E+0 1.853997310E-01 1.185427828E+00 1.000028097E+0 1.853997310E-01
1.624993176E+01 295 1.193597123E+00 1.000027179E+0 1.935699440E-01 1.193597123E+00 1.000027179E+0 1.935699440E-01
1.624993176E+01 300 1.191521575E+00 1.000026326E+0 1.914952490E-01 1.191521575E+00 1.000026326E+0 1.914952490E-01
1.624993176E+01 305 1.199558802E+00 1.000025534E+0 1.995332680E-01 1.199558802E+00 1.000025534E+0 1.995332680E-01
1.624993176E+01 310 1.207163884E+00 1.000024797E+0 2.071390870E-01 1.207163884E+00 1.000024797E+0 2.071390870E-01
