B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.144305302E+00 1.100328005E+0 4.397729700E-02 1.144305302E+00 1.100328005E+0 4.397729700E-02
1.500000000E+01 295 1.135419983E+00 1.098284862E+0 3.713512100E-02 1.135419983E+00 1.098284862E+0 3.713512100E-02
1.500000000E+01 300 1.117794604E+00 1.096375812E+0 2.141879200E-02 1.117794604E+00 1.096375812E+0 2.141879200E-02
1.500000000E+01 305 1.096657587E+00 1.094589778E+0 2.067809000E-03 1.096657587E+00 1.094589778E+0 2.067809000E-03
1.500000000E+01 310 1.072684800E+00 1.092916821E+0 -2.023202100E-02 1.072684800E+00 1.092916821E+0 -2.023202100E-02
1.500000000E+01 315 1.034212378E+00 1.091348002E+0 -5.713562400E-02 1.034212378E+00 1.091348002E+0 -5.713562400E-02
1.500000000E+01 320 1.007955384E+00 1.089875265E+0 -8.191988100E-02 1.007955384E+00 1.089875265E+0 -8.191988100E-02
1.500000000E+01 325 1.007187774E+00 1.088491332E+0 -8.130355800E-02 1.007187774E+00 1.088491332E+0 -8.130355800E-02
1.500000000E+01 330 1.008148339E+00 1.087189614E+0 -7.904127500E-02 1.008148339E+00 1.087189614E+0 -7.904127500E-02
1.500000000E+01 335 1.010342856E+00 1.085964134E+0 -7.562127800E-02 1.010342856E+00 1.085964134E+0 -7.562127800E-02
1.500000000E+01 340 1.017780748E+00 1.084809462E+0 -6.702871400E-02 1.017780748E+00 1.084809462E+0 -6.702871400E-02
1.524993176E+01 290 1.153690372E+00 1.105007587E+0 4.868278500E-02 1.153690372E+00 1.105007587E+0 4.868278500E-02
1.524993176E+01 295 1.149374840E+00 1.102869051E+0 4.650578900E-02 1.149374840E+00 1.102869051E+0 4.650578900E-02
1.524993176E+01 300 1.151972530E+00 1.100870872E+0 5.110165800E-02 1.151972530E+00 1.100870872E+0 5.110165800E-02
1.524993176E+01 305 1.141765786E+00 1.099001455E+0 4.276433100E-02 1.141765786E+00 1.099001455E+0 4.276433100E-02
1.524993176E+01 310 1.118332863E+00 1.097250397E+0 2.108246600E-02 1.118332863E+00 1.097250397E+0 2.108246600E-02
1.524993176E+01 315 1.105628408E+00 1.095608342E+0 1.002006600E-02 1.105628408E+00 1.095608342E+0 1.002006600E-02
1.524993176E+01 320 1.083502926E+00 1.094066856E+0 -1.056393000E-02 1.083502926E+00 1.094066856E+0 -1.056393000E-02
